Day of sim.,Day of year,Year,Slurry mass,Frozen mass,Slurry depth,Air T,Wall T,Floor T,In T,Slurry T
  61,124,   1,  757.29,    0.00,    1.23,    9.40,   11.15,   10.48,    9.48,    9.52
  62,125,   1,  738.10,    0.00,    1.20,    8.20,   10.80,   10.70,    9.56,    9.59
  63,126,   1,  718.91,    0.00,    1.17,    8.00,   10.10,   10.68,    9.61,    9.63
  64,127,   1,  699.72,    0.00,    1.14,    8.40,   10.20,   10.58,    9.64,    9.68
  65,128,   1,  680.52,    0.00,    1.11,   10.80,   11.60,   10.96,    9.71,    9.78
  66,129,   1,  661.33,    0.00,    1.07,   11.00,   12.90,   11.28,    9.85,    9.93
  67,130,   1,  642.14,    0.00,    1.04,   12.80,   13.90,   12.20,   10.01,   10.13
  68,131,   1,  622.95,    0.00,    1.01,   12.70,   14.75,   13.14,   10.23,   10.34
  69,132,   1,  603.75,    0.00,    0.98,    7.10,   11.90,   12.88,   10.44,   10.45
  70,133,   1,  584.56,    0.00,    0.95,    6.00,    8.55,   11.92,   10.46,   10.41
  71,134,   1,  565.37,    0.00,    0.92,    6.70,    8.35,   11.06,   10.37,   10.34
  72,135,   1,  546.18,    0.00,    0.89,    6.90,    8.80,    9.88,   10.32,   10.31
  73,136,   1,  526.99,    0.00,    0.86,    8.80,    9.85,    9.10,   10.31,   10.31
  74,137,   1,  507.79,    0.00,    0.82,   10.30,   11.55,    9.74,   10.31,   10.35
  75,138,   1,  488.60,    0.00,    0.79,   10.90,   12.60,   10.72,   10.40,   10.46
  76,139,   1,  469.41,    0.00,    0.76,   11.00,   12.95,   11.58,   10.51,   10.55
  77,140,   1,  450.22,    0.00,    0.73,   12.10,   13.55,   12.62,   10.59,   10.72
  78,141,   1,  431.03,    0.00,    0.70,   10.80,   13.45,   13.02,   10.83,   10.93
  79,142,   1,  438.27,    0.00,    0.71,   12.60,   13.70,   13.48,   11.03,   11.17
  80,143,   1,  445.52,    0.00,    0.72,   13.50,   15.05,   14.00,   11.29,   11.42
  81,144,   1,  452.76,    0.00,    0.74,   13.20,   15.35,   14.44,   11.54,   11.66
  82,145,   1,  460.00,    0.00,    0.75,   11.60,   14.40,   14.34,   11.77,   11.82
  83,146,   1,  467.25,    0.00,    0.76,   12.10,   13.85,   14.60,   11.86,   11.94
  84,147,   1,  474.49,    0.00,    0.77,   13.40,   14.75,   14.76,   12.01,   12.15
  85,148,   1,  481.74,    0.00,    0.78,   12.10,   14.75,   14.48,   12.27,   12.34
  86,149,   1,  488.98,    0.00,    0.79,   12.50,   14.30,   14.34,   12.41,   12.50
  87,150,   1,  496.22,    0.00,    0.81,   12.60,   14.55,   14.54,   12.59,   12.69
  88,151,   1,  503.47,    0.00,    0.82,   13.70,   15.15,   14.86,   12.78,   12.86
  89,152,   1,  510.71,    0.00,    0.83,   15.30,   16.50,   15.24,   12.94,   13.09
  90,153,   1,  517.96,    0.00,    0.84,   16.10,   17.70,   16.04,   13.23,   13.40
  91,154,   1,  525.20,    0.00,    0.85,   17.40,   18.75,   17.02,   13.55,   13.74
  92,155,   1,  532.44,    0.00,    0.86,   14.90,   18.15,   17.48,   13.91,   14.03
  93,156,   1,  539.69,    0.00,    0.88,   12.80,   15.85,   17.30,   14.14,   14.16
  94,157,   1,  546.93,    0.00,    0.89,   12.60,   14.70,   16.76,   14.18,   14.22
  95,158,   1,  554.18,    0.00,    0.90,   11.10,   13.85,   15.76,   14.26,   14.25
  96,159,   1,  561.42,    0.00,    0.91,   13.60,   14.35,   15.00,   14.24,   14.29
  97,160,   1,  568.66,    0.00,    0.92,   13.60,   15.60,   14.74,   14.34,   14.38
  98,161,   1,  575.91,    0.00,    0.94,   13.50,   15.55,   14.88,   14.42,   14.48
  99,162,   1,  583.15,    0.00,    0.95,   15.10,   16.30,   15.38,   14.52,   14.59
 100,163,   1,  590.40,    0.00,    0.96,   17.20,   18.15,   16.60,   14.66,   14.75
 101,164,   1,  597.64,    0.00,    0.97,   16.20,   18.70,   17.12,   14.83,   14.89
 102,165,   1,  604.89,    0.00,    0.98,   18.30,   19.25,   18.06,   14.94,   15.06
 103,166,   1,  612.13,    0.00,    0.99,   17.40,   19.85,   18.84,   15.17,   15.31
 104,167,   1,  619.37,    0.00,    1.01,   17.00,   19.20,   19.22,   15.43,   15.55
 105,168,   1,  626.62,    0.00,    1.02,   17.80,   19.40,   19.34,   15.66,   15.78
 106,169,   1,  633.86,    0.00,    1.03,   18.50,   20.15,   19.80,   15.90,   16.01
 107,170,   1,  641.11,    0.00,    1.04,   18.20,   20.35,   19.78,   16.11,   16.23
 108,171,   1,  648.35,    0.00,    1.05,   16.80,   19.50,   19.66,   16.34,   16.37
 109,172,   1,  655.59,    0.00,    1.06,   16.40,   18.60,   19.54,   16.41,   16.44
 110,173,   1,  662.84,    0.00,    1.08,   17.10,   18.75,   19.40,   16.46,   16.54
 111,174,   1,  670.08,    0.00,    1.09,   16.30,   18.70,   18.96,   16.62,   16.68
 112,175,   1,  677.33,    0.00,    1.10,   16.30,   18.30,   18.58,   16.73,   16.80
 113,176,   1,  677.33,    0.00,    1.10,   18.80,   19.55,   18.98,   16.85,   16.96
 114,177,   1,  677.33,    0.00,    1.10,   20.70,   21.75,   19.84,   17.05,   17.20
 115,178,   1,  677.33,    0.00,    1.10,   21.70,   23.20,   20.76,   17.33,   17.48
 116,179,   1,  677.33,    0.00,    1.10,   21.40,   23.55,   21.78,   17.63,   17.76
 117,180,   1,  677.33,    0.00,    1.10,   18.30,   21.85,   22.18,   17.88,   17.94
 118,181,   1,  677.33,    0.00,    1.10,   17.20,   19.75,   21.86,   17.99,   18.05
 119,182,   1,  677.33,    0.00,    1.10,   15.50,   18.35,   20.82,   18.11,   18.10
 120,183,   1,  677.33,    0.00,    1.10,   16.50,   18.00,   19.78,   18.09,   18.11
 121,184,   1,  677.33,    0.00,    1.10,   16.30,   18.40,   18.76,   18.13,   18.13
 122,185,   1,  677.33,    0.00,    1.10,   14.40,   17.35,   17.98,   18.14,   18.10
 123,186,   1,  677.33,    0.00,    1.10,   15.40,   16.90,   17.62,   18.06,   18.02
 124,187,   1,  677.33,    0.00,    1.10,   16.90,   18.15,   17.90,   17.98,   17.99
 125,188,   1,  677.33,    0.00,    1.10,   14.10,   17.50,   17.42,   18.00,   17.97
 126,189,   1,  677.33,    0.00,    1.10,   12.90,   15.50,   16.74,   17.94,   17.87
 127,190,   1,  677.33,    0.00,    1.10,   13.10,   15.00,   16.48,   17.81,   17.76
 128,191,   1,  677.33,    0.00,    1.10,   12.90,   15.00,   15.98,   17.71,   17.65
 129,192,   1,  677.33,    0.00,    1.10,   11.10,   14.00,   14.82,   17.60,   17.48
 130,193,   1,  677.33,    0.00,    1.10,   13.90,   14.50,   14.78,   17.37,   17.34
 131,194,   1,  677.33,    0.00,    1.10,   13.70,   15.80,   14.94,   17.31,   17.26
 132,195,   1,  677.33,    0.00,    1.10,   14.70,   16.20,   15.26,   17.22,   17.21
 133,196,   1,  701.20,    0.00,    1.14,   15.50,   17.10,   15.78,   17.20,   17.19
 134,197,   1,  725.08,    0.00,    1.18,   15.10,   17.30,   16.58,   17.18,   17.18
 135,198,   1,  748.96,    0.00,    1.22,   15.80,   17.45,   16.96,   17.18,   17.21
 136,199,   1,  772.83,    0.00,    1.26,   17.30,   18.55,   17.68,   17.23,   17.29
 137,200,   1,  796.71,    0.00,    1.29,   18.40,   19.85,   18.42,   17.33,   17.40
 138,201,   1,  820.58,    0.00,    1.33,   20.80,   21.60,   19.48,   17.46,   17.56
 139,202,   1,  844.46,    0.00,    1.37,   16.40,   20.60,   19.74,   17.64,   17.67
 140,203,   1,  868.34,    0.00,    1.41,   15.00,   17.70,   19.58,   17.70,   17.70
 141,204,   1,  892.21,    0.00,    1.45,   14.90,   16.95,   19.10,   17.70,   17.70
 142,205,   1,  916.09,    0.00,    1.49,   14.90,   16.90,   18.40,   17.70,   17.70
 143,206,   1,  939.96,    0.00,    1.53,   16.70,   17.80,   17.58,   17.69,   17.70
 144,207,   1,  963.84,    0.00,    1.57,   16.90,   18.80,   17.68,   17.71,   17.73
 145,208,   1,  987.72,    0.00,    1.60,   17.90,   19.40,   18.26,   17.74,   17.77
 146,209,   1, 1011.59,    0.00,    1.64,   17.10,   19.50,   18.70,   17.78,   17.80
 147,210,   1, 1035.47,    0.00,    1.68,   18.10,   19.60,   19.34,   17.81,   17.85
 148,211,   1, 1059.35,    0.00,    1.72,   15.30,   18.70,   19.06,   17.89,   17.88
 149,212,   1, 1083.22,    0.00,    1.76,   15.70,   17.50,   18.82,   17.87,   17.86
 150,213,   1, 1107.10,    0.00,    1.80,   16.10,   17.90,   18.46,   17.86,   17.87
 151,214,   1, 1130.97,    0.00,    1.84,   18.30,   19.20,   18.70,   17.88,   17.92
 152,215,   1, 1154.85,    0.00,    1.88,   19.00,   20.65,   18.88,   17.95,   17.98
 153,216,   1, 1178.73,    0.00,    1.91,   16.30,   19.65,   19.08,   18.02,   18.03
 154,217,   1, 1202.60,    0.00,    1.95,   15.40,   17.85,   19.02,   18.04,   18.03
 155,218,   1, 1226.48,    0.00,    1.99,   18.40,   18.90,   19.48,   18.03,   18.06
 156,219,   1, 1250.36,    0.00,    2.03,   22.20,   22.30,   20.26,   18.08,   18.16
 157,220,   1, 1274.23,    0.00,    2.07,   22.90,   24.55,   21.04,   18.23,   18.31
 158,221,   1, 1298.11,    0.00,    2.11,   23.00,   24.95,   22.38,   18.39,   18.48
 159,222,   1, 1321.98,    0.00,    2.15,   22.90,   24.95,   23.88,   18.55,   18.63
 160,223,   1, 1345.86,    0.00,    2.19,   23.60,   25.25,   24.92,   18.70,   18.79
 161,224,   1, 1369.74,    0.00,    2.22,   20.70,   24.15,   24.62,   18.87,   18.92
 162,225,   1, 1393.61,    0.00,    2.26,   19.80,   22.25,   24.00,   18.98,   19.02
 163,226,   1, 1417.49,    0.00,    2.30,   19.60,   21.70,   23.32,   19.06,   19.10
 164,227,   1, 1441.36,    0.00,    2.34,   19.20,   21.40,   22.58,   19.13,   19.16
 165,228,   1, 1465.24,    0.00,    2.38,   21.80,   22.50,   22.22,   19.19,   19.24
 166,229,   1, 1489.12,    0.00,    2.42,   22.70,   24.25,   22.62,   19.29,   19.35
 167,230,   1, 1512.99,    0.00,    2.46,   22.50,   24.60,   23.16,   19.41,   19.47
 168,231,   1, 1536.87,    0.00,    2.50,   20.30,   23.40,   23.30,   19.52,   19.55
 169,232,   1, 1560.74,    0.00,    2.53,   19.80,   22.05,   23.42,   19.58,   19.61
 170,233,   1, 1584.62,    0.00,    2.57,   19.60,   21.70,   22.98,   19.63,   19.64
 171,234,   1, 1608.50,    0.00,    2.61,   20.00,   21.80,   22.44,   19.65,   19.67
 172,235,   1, 1632.37,    0.00,    2.65,   20.40,   22.20,   22.02,   19.68,   19.71
 173,236,   1, 1656.25,    0.00,    2.69,   18.00,   21.20,   21.56,   19.73,   19.73
 174,237,   1, 1680.12,    0.00,    2.73,   15.60,   18.80,   20.72,   19.74,   19.71
 175,238,   1, 1704.00,    0.00,    2.77,   14.80,   17.20,   19.76,   19.69,   19.66
 176,239,   1, 1727.88,    0.00,    2.81,   17.10,   17.95,   19.18,   19.63,   19.62
 177,240,   1, 1751.75,    0.00,    2.84,   14.80,   17.95,   18.06,   19.61,   19.57
 178,241,   1, 1775.63,    0.00,    2.88,   14.70,   16.75,   17.40,   19.53,   19.50
 179,242,   1, 1799.51,    0.00,    2.92,   15.30,   17.00,   17.34,   19.46,   19.44
 180,243,   1, 1823.38,    0.00,    2.96,   15.40,   17.35,   17.46,   19.41,   19.39
 181,244,   1, 1847.26,    0.00,    3.00,   15.10,   17.25,   17.06,   19.36,   19.34
 182,245,   1, 1874.19,    0.00,    3.04,   14.40,   16.75,   16.98,   19.32,   19.29
 183,246,   1, 1901.13,    0.00,    3.09,   15.10,   16.75,   17.06,   19.26,   19.24
 184,247,   1, 1928.07,    0.00,    3.13,   14.50,   16.80,   16.90,   19.22,   19.19
 185,248,   1, 1955.01,    0.00,    3.17,   17.00,   17.75,   17.22,   19.16,   19.15
 186,249,   1, 1981.95,    0.00,    3.22,   15.30,   18.15,   17.26,   19.14,   19.11
 187,250,   1, 2008.89,    0.00,    3.26,   13.70,   16.50,   17.12,   19.09,   19.06
 188,251,   1, 2035.83,    0.00,    3.31,   14.20,   15.95,   16.94,   19.03,   19.00
 189,252,   1, 2062.77,    0.00,    3.35,   16.80,   17.50,   17.40,   18.97,   18.96
 190,253,   1, 2089.71,    0.00,    3.39,   16.30,   18.55,   17.26,   18.95,   18.93
 191,254,   1, 2116.65,    0.00,    3.44,   13.50,   16.90,   16.90,   18.91,   18.88
 192,255,   1, 2143.59,    0.00,    3.48,    8.20,   12.85,   15.80,   18.85,   18.77
 193,256,   1, 2170.53,    0.00,    3.53,   14.80,   13.50,   15.92,   18.69,   18.67
 194,257,   1, 2197.47,    0.00,    3.57,   15.90,   17.35,   15.74,   18.64,   18.62
 195,258,   1, 2224.41,    0.00,    3.61,   17.40,   18.65,   15.96,   18.60,   18.60
 196,259,   1, 2251.35,    0.00,    3.66,   18.40,   19.90,   16.94,   18.60,   18.60
 197,260,   1, 2278.29,    0.00,    3.70,   15.50,   18.95,   18.40,   18.61,   18.59
 198,261,   1, 2305.22,    0.00,    3.74,   11.40,   15.45,   17.72,   18.58,   18.54
 199,262,   1, 2332.16,    0.00,    3.79,    9.80,   12.60,   16.50,   18.50,   18.45
 200,263,   1, 2359.10,    0.00,    3.83,   11.50,   12.65,   15.32,   18.40,   18.36
 201,264,   1, 2386.04,    0.00,    3.88,   12.20,   13.85,   14.08,   18.32,   18.28
 202,265,   1, 2412.98,    0.00,    3.92,   12.80,   14.50,   13.54,   18.24,   18.21
 203,266,   1, 2439.92,    0.00,    3.96,   13.50,   15.15,   13.96,   18.17,   18.15
 204,267,   1, 2466.86,    0.00,    4.01,   14.90,   16.20,   14.98,   18.12,   18.10
 205,268,   1, 2493.80,    0.00,    4.05,   15.90,   17.40,   15.86,   18.08,   18.07
 206,269,   1, 2520.74,    0.00,    4.09,   12.80,   16.35,   15.98,   18.07,   18.03
 207,270,   1, 2547.68,    0.00,    4.14,   13.20,   15.00,   16.06,   18.00,   17.97
 208,271,   1, 2574.62,    0.00,    4.18,   17.80,   17.50,   16.92,   17.94,   17.94
 209,272,   1, 2601.56,    0.00,    4.23,   14.10,   17.95,   16.76,   17.94,   17.92
 210,273,   1, 2628.49,    0.00,    4.27,   13.10,   15.60,   16.20,   17.90,   17.87
 211,274,   1, 2655.43,    0.00,    4.31,   13.90,   15.50,   16.42,   17.85,   17.83
 212,275,   1, 2682.37,    0.00,    4.36,   13.60,   15.75,   16.50,   17.81,   17.79
 213,276,   1, 2709.31,    0.00,    4.40,   14.70,   16.15,   15.88,   17.76,   17.75
 214,277,   1, 2674.90,    0.00,    4.34,   15.30,   17.00,   16.12,   17.73,   17.71
 215,278,   1, 2640.49,    0.00,    4.29,   14.70,   17.00,   16.44,   17.70,   17.68
 216,279,   1, 2606.08,    0.00,    4.23,   13.20,   15.95,   16.30,   17.67,   17.64
 217,280,   1, 2571.67,    0.00,    4.18,   11.90,   14.55,   15.96,   17.62,   17.58
 218,281,   1, 2537.26,    0.00,    4.12,   12.80,   14.35,   15.58,   17.55,   17.52
 219,282,   1, 2502.85,    0.00,    4.06,   12.20,   14.50,   14.96,   17.49,   17.46
 220,283,   1, 2468.44,    0.00,    4.01,   11.60,   13.90,   14.34,   17.42,   17.39
 221,284,   1, 2434.03,    0.00,    3.95,   10.00,   12.80,   13.70,   17.35,   17.31
 222,285,   1, 2399.62,    0.00,    3.90,    9.10,   11.55,   13.14,   17.26,   17.21
 223,286,   1, 2365.21,    0.00,    3.84,    7.30,   10.20,   12.04,   17.15,   17.08
 224,287,   1, 2330.80,    0.00,    3.79,    8.40,    9.85,   11.28,   17.02,   16.96
 225,288,   1, 2296.39,    0.00,    3.73,    8.30,   10.35,   10.62,   16.90,   16.84
 226,289,   1, 2261.98,    0.00,    3.67,    7.30,    9.80,   10.08,   16.78,   16.71
 227,290,   1, 2227.57,    0.00,    3.62,    7.20,    9.25,    9.70,   16.65,   16.58
 228,291,   1, 2193.16,    0.00,    3.56,    7.90,    9.55,    9.82,   16.51,   16.45
 229,292,   1, 2158.75,    0.00,    3.51,    9.10,   10.50,    9.96,   16.39,   16.33
 230,293,   1, 2124.34,    0.00,    3.45,    8.40,   10.75,    9.98,   16.28,   16.22
 231,294,   1, 2089.93,    0.00,    3.39,    9.70,   11.05,   10.46,   16.16,   16.11
 232,295,   1, 2055.52,    0.00,    3.34,   12.10,   12.90,   11.44,   16.06,   16.02
 233,296,   1, 2021.11,    0.00,    3.28,   13.90,   15.00,   12.64,   15.99,   15.97
 234,297,   1, 1986.71,    0.00,    3.23,   11.40,   14.65,   13.10,   15.95,   15.92
 235,298,   1, 1952.30,    0.00,    3.17,   11.90,   13.65,   13.80,   15.89,   15.86
 236,299,   1, 1917.89,    0.00,    3.11,   12.20,   14.05,   14.30,   15.83,   15.80
 237,300,   1, 1883.48,    0.00,    3.06,   10.70,   13.45,   14.02,   15.77,   15.73
 238,301,   1, 1849.07,    0.00,    3.00,    9.60,   12.15,   13.16,   15.69,   15.64
 239,302,   1, 1814.66,    0.00,    2.95,   10.50,   12.05,   12.98,   15.59,   15.55
 240,303,   1, 1780.25,    0.00,    2.89,    9.60,   12.05,   12.52,   15.51,   15.46
 241,304,   1, 1745.84,    0.00,    2.84,    9.90,   11.75,   12.06,   15.41,   15.36
 242,305,   1, 1711.43,    0.00,    2.78,   11.90,   12.90,   12.30,   15.31,   15.28
 243,306,   1, 1677.02,    0.00,    2.72,   12.10,   14.00,   12.80,   15.25,   15.22
 244,307,   1, 1642.61,    0.00,    2.67,   14.80,   15.45,   13.66,   15.19,   15.19
 245,308,   1, 1608.20,    0.00,    2.61,   10.40,   14.60,   13.82,   15.18,   15.14
 246,309,   1, 1573.79,    0.00,    2.56,    9.20,   11.80,   13.68,   15.10,   15.05
 247,310,   1, 1539.38,    0.00,    2.50,   10.00,   11.60,   13.30,   15.00,   14.95
 248,311,   1, 1569.03,    0.00,    2.55,   10.20,   12.10,   12.92,   14.91,   14.86
 249,312,   1, 1598.68,    0.00,    2.60,    8.90,   11.55,   11.74,   14.82,   14.76
 250,313,   1, 1628.32,    0.00,    2.64,    6.20,    9.55,   10.90,   14.71,   14.63
 251,314,   1, 1657.97,    0.00,    2.69,    7.70,    8.95,   10.60,   14.56,   14.49
 252,315,   1, 1687.62,    0.00,    2.74,    6.80,    9.25,    9.96,   14.43,   14.36
 253,316,   1, 1717.27,    0.00,    2.79,    5.80,    8.30,    9.08,   14.29,   14.21
 254,317,   1, 1746.91,    0.00,    2.84,    7.10,    8.45,    8.72,   14.13,   14.06
 255,318,   1, 1776.56,    0.00,    2.89,    8.30,    9.70,    9.14,   14.00,   13.95
 256,319,   1, 1806.21,    0.00,    2.93,    9.50,   10.90,    9.50,   13.90,   13.86
 257,320,   1, 1835.85,    0.00,    2.98,   11.10,   12.30,   10.36,   13.82,   13.79
 258,321,   1, 1865.50,    0.00,    3.03,   10.00,   12.55,   11.20,   13.77,   13.74
 259,322,   1, 1895.15,    0.00,    3.08,   10.30,   12.15,   11.84,   13.70,   13.67
 260,323,   1, 1924.80,    0.00,    3.13,   10.90,   12.60,   12.36,   13.65,   13.62
 261,324,   1, 1954.44,    0.00,    3.17,    7.80,   11.35,   12.02,   13.60,   13.56
 262,325,   1, 1984.09,    0.00,    3.22,    4.40,    8.10,   10.68,   13.51,   13.44
 263,326,   1, 2013.74,    0.00,    3.27,    7.20,    7.80,   10.12,   13.38,   13.33
 264,327,   1, 2043.39,    0.00,    3.32,    8.50,    9.85,    9.76,   13.28,   13.24
 265,328,   1, 2073.03,    0.00,    3.37,    7.30,    9.90,    9.04,   13.20,   13.16
 266,329,   1, 2102.68,    0.00,    3.41,    7.80,    9.55,    9.04,   13.11,   13.07
 267,330,   1, 2132.33,    0.00,    3.46,    6.20,    9.00,    9.40,   13.03,   12.97
 268,331,   1, 2161.98,    0.00,    3.51,    6.90,    8.55,    9.34,   12.93,   12.88
 269,332,   1, 2191.62,    0.00,    3.56,    3.00,    6.95,    8.24,   12.84,   12.76
 270,333,   1, 2221.27,    0.00,    3.61,    0.00,    3.50,    6.78,   12.69,   12.60
 271,334,   1, 2250.92,    0.00,    3.66,    0.60,    2.30,    5.34,   12.51,   12.42
 272,335,   1, 2280.56,    0.00,    3.70,    1.50,    3.05,    4.40,   12.33,   12.25
 273,336,   1, 2310.21,    0.00,    3.75,    3.90,    4.70,    3.80,   12.17,   12.10
 274,337,   1, 2339.86,    0.00,    3.80,    3.20,    5.55,    3.84,   12.04,   11.97
 275,338,   1, 2409.13,    0.00,    3.91,    1.10,    4.15,    4.06,   11.90,   11.82
 276,339,   1, 2478.40,    0.00,    4.02,    2.00,    3.55,    4.34,   11.75,   11.67
 277,340,   1, 2547.67,    0.00,    4.14,    4.10,    5.05,    4.86,   11.61,   11.55
 278,341,   1, 2616.94,    0.00,    4.25,    5.50,    6.80,    5.18,   11.50,   11.46
 279,342,   1, 2686.22,    0.00,    4.36,    6.60,    8.05,    5.86,   11.42,   11.38
 280,343,   1, 2755.49,    0.00,    4.47,    4.70,    7.65,    6.58,   11.35,   11.30
 281,344,   1, 2824.76,    0.00,    4.59,    3.40,    6.05,    6.86,   11.26,   11.21
 282,345,   1, 2894.03,    0.00,    4.70,    2.80,    5.10,    6.60,   11.16,   11.11
