"slurry","date","temp"
"s",2021-12-01,2.18592013888889
"sv",2021-12-01,2.26270833333333
"a",2021-12-02,1.13138888888889
"av",2021-12-02,1.50310763888889
"s",2021-12-02,1.38302083333333
"sv",2021-12-02,1.4025
"a",2021-12-03,0.796753472222222
"av",2021-12-03,1.16444444444444
"s",2021-12-03,1.01350694444444
"sv",2021-12-03,1.11095486111111
"a",2021-12-04,0.894722222222222
"av",2021-12-04,1.13001736111111
"s",2021-12-04,0.996475694444445
"sv",2021-12-04,1.06578125
"a",2021-12-05,0.855590277777778
"av",2021-12-05,1.09501736111111
"s",2021-12-05,0.985798611111111
"sv",2021-12-05,1.0603125
"a",2021-12-06,0.286041666666667
"av",2021-12-06,0.606510416666667
"s",2021-12-06,0.407170138888889
"sv",2021-12-06,0.611614583333333
"a",2021-12-07,0.317222222222222
"av",2021-12-07,0.68875
"s",2021-12-07,0.434652777777778
"sv",2021-12-07,0.68875
"a",2021-12-08,0.694409722222222
"av",2021-12-08,0.935295138888889
"s",2021-12-08,0.68828125
"sv",2021-12-08,0.946006944444444
"a",2021-12-09,0.94921875
"av",2021-12-09,1.12960069444444
"s",2021-12-09,0.93953125
"sv",2021-12-09,1.13407986111111
"a",2021-12-10,1.04215277777778
"av",2021-12-10,1.25467013888889
"s",2021-12-10,1.05314236111111
"sv",2021-12-10,1.26314236111111
"a",2021-12-11,1.09552083333333
"av",2021-12-11,1.38418402777778
"s",2021-12-11,1.211875
"sv",2021-12-11,1.43845486111111
"a",2021-12-12,1.20072916666667
"av",2021-12-12,1.45255208333333
"s",2021-12-12,1.28430555555556
"sv",2021-12-12,1.5046875
"a",2021-12-13,2.78722222222222
"av",2021-12-13,2.59357638888889
"s",2021-12-13,2.80501736111111
"sv",2021-12-13,2.595625
"a",2021-12-14,4.20359375
"av",2021-12-14,3.82904513888889
"s",2021-12-14,4.11713541666667
"sv",2021-12-14,3.84138888888889
"a",2021-12-15,5.22550347222222
"av",2021-12-15,4.81513888888889
"s",2021-12-15,5.10539930555556
"sv",2021-12-15,4.81256944444444
"a",2021-12-16,5.91383680555556
"av",2021-12-16,5.58293402777778
"s",2021-12-16,5.84152777777778
"sv",2021-12-16,5.60862847222222
"a",2021-12-17,5.85347222222222
"av",2021-12-17,5.6790625
"s",2021-12-17,5.81581597222222
"sv",2021-12-17,5.73951388888889
"a",2021-12-18,6.19027777777778
"av",2021-12-18,6.00519097222222
"s",2021-12-18,6.18975694444444
"sv",2021-12-18,6.08225694444444
"a",2021-12-19,6.10434027777778
"av",2021-12-19,6.0690625
"s",2021-12-19,6.1240625
"sv",2021-12-19,6.14760416666667
"a",2021-12-20,4.71539930555556
"av",2021-12-20,5.15303819444444
"s",2021-12-20,4.77807291666667
"sv",2021-12-20,5.21930555555556
"a",2021-12-21,3.31359375
"av",2021-12-21,3.93324652777778
"s",2021-12-21,3.38123263888889
"sv",2021-12-21,4.02170138888889
"a",2021-12-22,2.75600694444444
"av",2021-12-22,3.34432291666667
"s",2021-12-22,2.82107638888889
"sv",2021-12-22,3.41621527777778
"a",2021-12-23,2.36989583333333
"av",2021-12-23,2.93927083333333
"s",2021-12-23,2.51427083333333
"sv",2021-12-23,2.99623263888889
"a",2021-12-24,1.52170138888889
"av",2021-12-24,2.18993055555556
"s",2021-12-24,1.72428819444444
"sv",2021-12-24,2.22809027777778
"a",2021-12-25,0.463732638888889
"av",2021-12-25,1.15435763888889
"s",2021-12-25,0.738177083333333
"sv",2021-12-25,1.20342013888889
"a",2021-12-26,-0.145052083333333
"av",2021-12-26,0.538697916666667
"s",2021-12-26,0.169791666666667
"sv",2021-12-26,0.583836805555556
"a",2021-12-27,-0.488645833333333
"av",2021-12-27,0.139861111111111
"s",2021-12-27,-0.203524305555556
"sv",2021-12-27,0.195885416666667
"a",2021-12-28,-0.577829861111111
"av",2021-12-28,-0.0393402777777778
"s",2021-12-28,-0.343767361111111
"sv",2021-12-28,0.00814236111111111
"a",2021-12-29,-0.465746527777778
"av",2021-12-29,0.0105034722222222
"s",2021-12-29,-0.283038194444444
"sv",2021-12-29,0.03484375
"a",2021-12-30,0.135173611111111
"av",2021-12-30,0.750972222222222
"s",2021-12-30,0.459184027777778
"sv",2021-12-30,0.625538194444444
"a",2021-12-31,2.52060763888889
"av",2021-12-31,2.79069444444444
"s",2021-12-31,2.63614583333333
"sv",2021-12-31,2.60522569444444
"a",2022-01-01,4.29536458333333
"av",2022-01-01,4.17243055555556
"s",2022-01-01,4.27102430555556
"sv",2022-01-01,4.10701388888889
"a",2022-01-02,6.05456597222222
"av",2022-01-02,5.72142361111111
"s",2022-01-02,5.96149305555556
"sv",2022-01-02,5.75546875
"a",2022-01-03,6.53644097222222
"av",2022-01-03,6.28493055555556
"s",2022-01-03,6.40831597222222
"sv",2022-01-03,6.33654513888889
"a",2022-01-04,5.39118055555556
"av",2022-01-04,5.52142361111111
"s",2022-01-04,5.35262152777778
"sv",2022-01-04,5.5771875
"a",2022-01-05,3.87619791666667
"av",2022-01-05,4.32418402777778
"s",2022-01-05,4.05246527777778
"sv",2022-01-05,4.36515625
"a",2022-01-06,2.56022569444444
"av",2022-01-06,3.27168402777778
"s",2022-01-06,2.86758680555556
"sv",2022-01-06,3.34572916666667
"a",2022-01-07,2.27876736111111
"av",2022-01-07,2.75296875
"s",2022-01-07,2.45539930555556
"sv",2022-01-07,2.835625
"a",2022-01-08,1.96008680555556
"av",2022-01-08,2.36213541666667
"s",2022-01-08,2.12355902777778
"sv",2022-01-08,2.43784722222222
"a",2022-01-09,1.70104166666667
"av",2022-01-09,2.08989583333333
"s",2022-01-09,1.83126736111111
"sv",2022-01-09,2.15305555555556
"a",2022-01-10,1.55088541666667
"av",2022-01-10,1.89831597222222
"s",2022-01-10,1.63381944444444
"sv",2022-01-10,1.94623263888889
"a",2022-01-11,1.73482638888889
"av",2022-01-11,1.98246527777778
"s",2022-01-11,1.78342013888889
"sv",2022-01-11,2.03390625
"a",2022-01-12,2.43590277777778
"av",2022-01-12,2.46546875
"s",2022-01-12,2.38946180555556
"sv",2022-01-12,2.47355902777778
"a",2022-01-13,4.12001736111111
"av",2022-01-13,3.88161458333333
"s",2022-01-13,4.02392361111111
"sv",2022-01-13,3.79409722222222
"a",2022-01-14,4.96671875
"av",2022-01-14,4.83798611111111
"s",2022-01-14,4.92197916666667
"sv",2022-01-14,4.78309027777778
"a",2022-01-15,3.73203125
"av",2022-01-15,4.02970486111111
"s",2022-01-15,3.78147569444444
"sv",2022-01-15,4.0640625
"a",2022-01-16,4.01458333333333
"av",2022-01-16,4.10989583333333
"s",2022-01-16,4.04036458333333
"sv",2022-01-16,4.16479166666667
"a",2022-01-17,4.13703125
"av",2022-01-17,4.22803819444444
"s",2022-01-17,4.17354166666667
"sv",2022-01-17,4.29875
"a",2022-01-18,4.00921875
"av",2022-01-18,4.07055555555556
"s",2022-01-18,3.97546875
"sv",2022-01-18,4.16071180555556
"a",2022-01-19,4.33069444444444
"av",2022-01-19,4.33809027777778
"s",2022-01-19,4.32713541666667
"sv",2022-01-19,4.43583333333333
"a",2022-01-20,2.97024305555556
"av",2022-01-20,3.44817708333333
"s",2022-01-20,3.16324652777778
"sv",2022-01-20,3.57579861111111
"a",2022-01-21,2.15095486111111
"av",2022-01-21,2.58121527777778
"s",2022-01-21,2.27677083333333
"sv",2022-01-21,2.71342013888889
"a",2022-01-22,2.71623263888889
"av",2022-01-22,2.77239583333333
"s",2022-01-22,2.78243055555556
"sv",2022-01-22,2.90496527777778
"a",2022-01-23,3.97876736111111
"av",2022-01-23,3.54527777777778
"s",2022-01-23,3.94503472222222
"sv",2022-01-23,3.68288194444444
"a",2022-01-24,4.53342013888889
"av",2022-01-24,4.14036458333333
"s",2022-01-24,4.45404513888889
"sv",2022-01-24,4.26958333333333
"a",2022-01-25,4.91491319444444
"av",2022-01-25,4.54065972222222
"s",2022-01-25,4.81769097222222
"sv",2022-01-25,4.65453125
"a",2022-01-26,5.14869791666667
"av",2022-01-26,4.86258680555556
"s",2022-01-26,5.07428819444444
"sv",2022-01-26,4.96083333333333
"a",2022-01-27,5.33347222222222
"av",2022-01-27,5.1134375
"s",2022-01-27,5.25559027777778
"sv",2022-01-27,5.19744791666667
"a",2022-01-28,4.55027777777778
"av",2022-01-28,4.66453125
"s",2022-01-28,4.49895833333333
"sv",2022-01-28,4.76520833333333
"a",2022-01-29,5.10175347222222
"av",2022-01-29,4.95375
"s",2022-01-29,4.99857638888889
"sv",2022-01-29,5.05291666666667
"a",2022-01-30,4.77185763888889
"av",2022-01-30,4.83616319444444
"s",2022-01-30,4.69501736111111
"sv",2022-01-30,4.8825
"a",2022-01-31,3.86852430555556
"av",2022-01-31,4.29267361111111
"s",2022-01-31,3.87522569444444
"sv",2022-01-31,4.35362847222222
"a",2022-02-01,3.53862847222222
"av",2022-02-01,3.98578125
"s",2022-02-01,3.58532986111111
"sv",2022-02-01,4.06515625
"a",2022-02-02,3.65331597222222
"av",2022-02-02,3.99609375
"s",2022-02-02,3.7215625
"sv",2022-02-02,4.07730902777778
"a",2022-02-03,4.10581597222222
"av",2022-02-03,4.1540625
"s",2022-02-03,4.04173611111111
"sv",2022-02-03,4.25368055555556
"a",2022-02-04,4.86548611111111
"av",2022-02-04,4.79473958333333
"s",2022-02-04,4.81491319444444
"sv",2022-02-04,4.89159722222222
"a",2022-02-05,3.95345486111111
"av",2022-02-05,4.33189236111111
"s",2022-02-05,3.93824652777778
"sv",2022-02-05,4.43265625
"a",2022-02-06,3.90381944444444
"av",2022-02-06,4.20883680555556
"s",2022-02-06,3.91479166666667
"sv",2022-02-06,4.31038194444444
"a",2022-02-07,3.25317708333333
"av",2022-02-07,3.71866319444444
"s",2022-02-07,3.22142361111111
"sv",2022-02-07,3.84479166666667
"a",2022-02-08,4.1184375
"av",2022-02-08,4.04144097222222
"s",2022-02-08,4.00328125
"sv",2022-02-08,4.17722222222222
"a",2022-02-09,4.49480902777778
"av",2022-02-09,4.37581597222222
"s",2022-02-09,4.38222222222222
"sv",2022-02-09,4.50366319444444
"a",2022-02-10,4.08012152777778
"av",2022-02-10,4.25260416666667
"s",2022-02-10,4.00944444444444
"sv",2022-02-10,4.39251736111111
"a",2022-02-11,3.22196180555556
"av",2022-02-11,3.7121875
"s",2022-02-11,3.09991319444444
"sv",2022-02-11,3.88828125
"a",2022-02-12,2.57755208333333
"av",2022-02-12,3.12824652777778
"s",2022-02-12,2.52527777777778
"sv",2022-02-12,3.3209375
"a",2022-02-13,2.96352430555556
"av",2022-02-13,3.18703125
"s",2022-02-13,2.89368055555556
"sv",2022-02-13,3.31881944444444
"a",2022-02-14,3.90303819444444
"av",2022-02-14,3.80461805555556
"s",2022-02-14,3.79513888888889
"sv",2022-02-14,3.89633680555556
"a",2022-02-15,4.53878472222222
"av",2022-02-15,4.37694444444444
"s",2022-02-15,4.39460069444444
"sv",2022-02-15,4.43458333333333
"a",2022-02-16,4.0303125
"av",2022-02-16,4.08017361111111
"s",2022-02-16,3.93118055555556
"sv",2022-02-16,4.14460069444444
"a",2022-02-17,4.29345486111111
"av",2022-02-17,4.23840277777778
"s",2022-02-17,4.18947916666667
"sv",2022-02-17,4.32135416666667
"a",2022-02-18,3.75345486111111
"av",2022-02-18,3.93901041666667
"s",2022-02-18,3.71404513888889
"sv",2022-02-18,4.03137152777778
"a",2022-02-19,3.20621527777778
"av",2022-02-19,3.47725694444444
"s",2022-02-19,3.2296875
"sv",2022-02-19,3.593125
"a",2022-02-20,2.93046875
"av",2022-02-20,3.23692708333333
"s",2022-02-20,2.95845486111111
"sv",2022-02-20,3.35796875
"a",2022-02-21,3.73940972222222
"av",2022-02-21,3.72321180555556
"s",2022-02-21,3.74286458333333
"sv",2022-02-21,3.86112847222222
"a",2022-02-22,3.57107638888889
"av",2022-02-22,3.64920138888889
"s",2022-02-22,3.54519097222222
"sv",2022-02-22,3.76857638888889
"a",2022-02-23,3.90258680555556
"av",2022-02-23,3.85295138888889
"s",2022-02-23,3.97480902777778
"sv",2022-02-23,3.97543402777778
"a",2022-02-24,4.53762152777778
"av",2022-02-24,4.42244791666667
"s",2022-02-24,4.55857638888889
"sv",2022-02-24,4.53215277777778
"a",2022-02-25,4.0103125
"av",2022-02-25,4.06574652777778
"s",2022-02-25,4.06210069444444
"sv",2022-02-25,4.19548611111111
"a",2022-02-26,3.92664930555556
"av",2022-02-26,3.92381944444444
"s",2022-02-26,3.92677083333333
"sv",2022-02-26,4.10482638888889
"a",2022-02-27,3.73744791666667
"av",2022-02-27,3.75111111111111
"s",2022-02-27,3.69770833333333
"sv",2022-02-27,3.95654513888889
"a",2022-02-28,3.53125
"av",2022-02-28,3.59463541666667
"s",2022-02-28,3.49173611111111
"sv",2022-02-28,3.79435763888889
"a",2022-03-01,3.17185763888889
"av",2022-03-01,3.28204861111111
"s",2022-03-01,3.11163194444444
"sv",2022-03-01,3.47269097222222
"a",2022-03-02,2.84144097222222
"av",2022-03-02,2.93243055555556
"s",2022-03-02,2.81642361111111
"sv",2022-03-02,3.17038194444444
"a",2022-03-03,3.12336805555556
"av",2022-03-03,3.15401041666667
"s",2022-03-03,3.12873263888889
"sv",2022-03-03,3.38270833333333
"a",2022-03-04,3.01859375
"av",2022-03-04,3.06913194444444
"s",2022-03-04,3.08637152777778
"sv",2022-03-04,3.29802083333333
"a",2022-03-05,2.82869791666667
"av",2022-03-05,2.90154513888889
"s",2022-03-05,2.8846875
"sv",2022-03-05,3.15234375
"a",2022-03-06,2.70609375
"av",2022-03-06,2.78722222222222
"s",2022-03-06,2.71258680555556
"sv",2022-03-06,3.05489583333333
"a",2022-03-07,2.74036458333333
"av",2022-03-07,2.71986111111111
"s",2022-03-07,2.71211805555556
"sv",2022-03-07,2.99793402777778
"a",2022-03-08,2.87100694444444
"av",2022-03-08,2.84130208333333
"s",2022-03-08,2.84052083333333
"sv",2022-03-08,3.10381944444444
"a",2022-03-09,2.58625
"av",2022-03-09,2.65112847222222
"s",2022-03-09,2.63439236111111
"sv",2022-03-09,2.92159722222222
"a",2022-03-10,2.55807291666667
"av",2022-03-10,2.62486111111111
"s",2022-03-10,2.63925347222222
"sv",2022-03-10,2.86776041666667
"a",2022-03-11,3.06946180555556
"av",2022-03-11,3.04788194444444
"s",2022-03-11,3.11506944444444
"sv",2022-03-11,3.25342013888889
"a",2022-03-12,3.33821180555556
"av",2022-03-12,3.26717013888889
"s",2022-03-12,3.3359375
"sv",2022-03-12,3.43949652777778
"a",2022-03-13,3.78498263888889
"av",2022-03-13,3.62774305555556
"s",2022-03-13,3.73939236111111
"sv",2022-03-13,3.81699652777778
"a",2022-03-14,4.38907986111111
"av",2022-03-14,4.15178819444444
"s",2022-03-14,4.34954861111111
"sv",2022-03-14,4.34032986111111
"a",2022-03-15,4.84782986111111
"av",2022-03-15,4.56571180555556
"s",2022-03-15,4.80690972222222
"sv",2022-03-15,4.77309027777778
"a",2022-03-16,4.98786458333333
"av",2022-03-16,4.70361111111111
"s",2022-03-16,4.99828125
"sv",2022-03-16,4.95125
"a",2022-03-17,4.8678125
"av",2022-03-17,4.69491319444444
"s",2022-03-17,4.87397569444444
"sv",2022-03-17,4.91291666666667
"a",2022-03-18,4.94163194444444
"av",2022-03-18,4.80786458333333
"s",2022-03-18,5.02928819444444
"sv",2022-03-18,5.04802083333333
"a",2022-03-19,5.11777777777778
"av",2022-03-19,4.89854166666667
"s",2022-03-19,5.18565972222222
"sv",2022-03-19,5.18831597222222
"a",2022-03-20,5.22359375
"av",2022-03-20,5.02987847222222
"s",2022-03-20,5.234375
"sv",2022-03-20,5.2834375
"a",2022-03-21,5.37657986111111
"av",2022-03-21,5.13880208333333
"s",2022-03-21,5.32654513888889
"sv",2022-03-21,5.41467013888889
"a",2022-03-22,5.69894097222222
"av",2022-03-22,5.45178819444444
"s",2022-03-22,5.65746527777778
"sv",2022-03-22,5.70897569444444
"a",2022-03-23,5.84335069444444
"av",2022-03-23,5.61206597222222
"s",2022-03-23,5.85979166666667
"sv",2022-03-23,5.84555555555556
"a",2022-03-24,5.99682291666667
"av",2022-03-24,5.76642361111111
"s",2022-03-24,6.04993055555556
"sv",2022-03-24,5.97935763888889
"a",2022-03-25,6.49204861111111
"av",2022-03-25,6.22649305555556
"s",2022-03-25,6.64440972222222
"sv",2022-03-25,6.42251736111111
"a",2022-03-26,7.37100694444444
"av",2022-03-26,7.05378472222222
"s",2022-03-26,7.57657986111111
"sv",2022-03-26,7.220625
"a",2022-03-27,7.21328125
"av",2022-03-27,6.97496527777778
"s",2022-03-27,7.24895833333333
"sv",2022-03-27,7.14
"a",2022-03-28,7.09407986111111
"av",2022-03-28,6.87920138888889
"s",2022-03-28,7.05923611111111
"sv",2022-03-28,7.01668402777778
"a",2022-03-29,6.61769097222222
"av",2022-03-29,6.44442708333333
"s",2022-03-29,6.34486111111111
"sv",2022-03-29,6.56878472222222
"a",2022-03-30,5.26328125
"av",2022-03-30,5.48586805555556
"s",2022-03-30,5.14664930555556
"sv",2022-03-30,5.56569444444444
"a",2022-03-31,4.19862847222222
"av",2022-03-31,4.46227430555556
"s",2022-03-31,4.13722222222222
"sv",2022-03-31,4.62717013888889
"a",2022-04-01,3.71682291666667
"av",2022-04-01,3.91967013888889
"s",2022-04-01,3.60404513888889
"sv",2022-04-01,4.09350694444444
"a",2022-04-02,3.40746527777778
"av",2022-04-02,3.52694444444444
"s",2022-04-02,3.15380208333333
"sv",2022-04-02,3.64890625
"a",2022-04-03,3.49786458333333
"av",2022-04-03,3.45765625
"s",2022-04-03,3.16395833333333
"sv",2022-04-03,3.54635416666667
