Day of sim.,Day of year,Year,Radiation,Generation,Air,Floor,Lower wall,Upper wall,Feed,Total,Total step,          Total step adjusted,Steady state temp,Steady state used
  52,350,   1,     -0.477,     -0.000,     -4.769,     -0.853,     -0.064,     -5.766,             0.,           -13.,        -47600.,        -47600., 6.54,    F
  53,351,   1,     -0.130,     -0.000,     -3.155,     -1.056,     -0.035,     -3.814,             0.,            -9.,        -32678.,        -32678., 6.18,    F
  54,352,   1,     -0.432,     -0.000,     -4.058,     -0.821,     -0.031,     -4.906,             0.,           -11.,        -40889.,        -40889., 7.05,    F
  55,353,   1,     -0.477,     -0.000,      0.365,     -0.742,     -0.018,      0.442,             0.,            -0.,         -1714.,         -1714., 5.16,    F
  56,354,   1,     -0.477,     -0.000,      8.124,     -0.333,      0.034,      9.822,             0.,            19.,         68506.,         68506., 0.96,    F
  57,355,   1,     -0.194,     -0.000,      8.796,     -0.036,      0.074,     10.635,             0.,            21.,         76901.,         76901.,-0.33,    F
  58,356,   1,     -0.194,     -0.000,      3.122,      0.247,      0.055,      3.775,             0.,             8.,         27948.,         27948., 1.73,    F
  59,357,   1,     -0.108,     -0.000,      5.293,      0.677,      0.036,      6.399,             0.,            14.,         49062.,         49062., 0.15,    F
  60,358,   1,     -0.260,     -0.000,     11.035,      0.998,      0.069,     13.342,             0.,            28.,        100485.,        100485.,-3.51,    F
  61,359,   1,     -0.454,     -0.000,     10.277,      0.965,      0.094,     12.426,             0.,            26.,         92996.,         92996.,-4.21,    F
  62,360,   1,     -0.649,     -0.000,     11.387,      1.257,      0.102,     13.768,             0.,            26.,         94105.,         28147.,-5.07,    F
  63,361,   1,     -0.649,     -0.000,      6.418,      1.733,      0.087,      7.760,             0.,            15.,         55259.,             0.,-3.01,    F
  64,362,   1,     -0.108,     -0.000,     -0.414,      1.713,      0.029,     -0.501,             0.,             1.,          2590.,             0.,-0.14,    F
  65,363,   1,     -0.237,     -0.000,     -1.863,      1.227,     -0.011,     -2.253,             0.,            -3.,        -11298.,             0., 0.62,    F
  66,364,   1,     -0.325,     -0.000,    -14.493,      0.051,     -0.080,    -17.522,             0.,           -32.,       -116532.,         -4229., 6.35,    F
  67,365,   1,     -0.260,     -0.000,    -13.981,     -0.605,     -0.125,    -16.904,             0.,           -35.,       -127176.,       -127176., 7.70,    F
  68,  1,   2,     -0.194,     -0.000,    -10.408,     -1.119,     -0.108,    -12.583,             0.,           -27.,        -97403.,        -97403., 7.36,    F
  69,  2,   2,     -0.108,     -0.000,     -9.854,     -1.409,     -0.088,    -11.914,             0.,           -26.,        -93256.,        -93256., 8.22,    F
  70,  3,   2,     -0.173,     -0.000,     -5.405,     -1.688,     -0.068,     -6.535,             0.,           -15.,        -55338.,        -55338., 7.01,    F
  71,  4,   2,     -0.432,     -0.000,      4.812,     -1.326,     -0.007,      5.818,             0.,            10.,         35371.,         35371., 2.19,    F
  72,  5,   2,     -0.260,     -0.000,      4.923,     -0.832,      0.043,      5.952,             0.,            11.,         39203.,         39203., 1.55,    F
  73,  6,   2,     -0.714,     -0.000,      7.422,     -0.332,      0.053,      8.974,             0.,            17.,         61457.,         61457.,-0.23,    F
  74,  7,   2,     -0.325,     -0.000,      1.484,      0.242,      0.042,      1.794,             0.,             4.,         12908.,         12908., 1.98,    F
  75,  8,   2,     -0.325,     -0.000,      2.060,      0.687,      0.015,      2.490,             0.,             5.,         19655.,         19655., 1.43,    F
  76,  9,   2,     -0.237,     -0.000,      3.049,      0.625,      0.022,      3.687,             0.,             8.,         28508.,         28508., 0.67,    F
  77, 10,   2,     -0.260,     -0.000,      0.773,      0.524,      0.018,      0.934,             0.,             2.,          7935.,          7935., 1.58,    F
  78, 11,   2,     -0.217,     -0.000,     -0.399,      0.237,      0.002,     -0.482,             0.,            -1.,         -3424.,         -3424., 2.18,    F
  79, 12,   2,     -0.325,     -0.000,     -4.283,      0.188,     -0.019,     -5.179,             0.,           -11.,        -38376.,        -38376., 4.32,    F
  80, 13,   2,     -0.432,     -0.000,     -8.676,      0.015,     -0.055,    -10.490,             0.,           -22.,        -78354.,        -78354., 7.16,    F
  81, 14,   2,     -0.649,     -0.000,     -3.129,     -0.259,     -0.054,     -3.783,             0.,            -9.,        -31419.,        -31419., 5.23,    F
  82, 15,   2,     -0.432,     -0.000,      3.172,     -0.420,     -0.002,      3.835,             0.,             7.,         24551.,         24551., 2.23,    F
  83, 16,   2,     -0.217,     -0.000,     -2.491,     -0.559,      0.006,     -3.012,             0.,            -7.,        -25028.,        -25028., 4.93,    F
  84, 17,   2,     -0.757,     -0.000,     -0.067,     -0.452,     -0.012,     -0.081,             0.,            -2.,         -5463.,         -5463., 4.04,    F
  85, 18,   2,     -0.368,     -0.000,     -1.914,     -0.083,     -0.008,     -2.314,             0.,            -5.,        -18700.,        -18700., 4.89,    F
  86, 19,   2,     -0.087,     -0.000,     -1.230,      0.033,     -0.014,     -1.487,             0.,            -3.,        -11109.,        -11109., 4.65,    F
  87, 20,   2,     -0.843,     -0.000,      6.297,     -0.111,      0.019,      7.613,             0.,            14.,         51768.,         51768., 1.00,    F
  88, 21,   2,     -0.477,     -0.000,      2.648,      0.050,      0.041,      3.202,             0.,             6.,         21806.,         21806., 2.21,    F
  89, 22,   2,     -0.280,     -0.000,     -1.590,      0.087,      0.007,     -1.922,             0.,            -4.,        -14756.,        -14756., 4.16,    F
  90, 23,   2,     -0.325,     -0.000,     -4.922,      0.194,     -0.027,     -5.951,             0.,           -12.,        -44015.,        -44015., 6.09,    F
  91, 24,   2,     -0.108,     -0.000,     -2.351,      0.256,     -0.033,     -2.843,             0.,            -6.,        -20266.,        -20266., 5.16,    F
  92, 25,   2,     -0.823,     -0.000,     -2.560,     -0.120,     -0.021,     -3.095,             0.,            -7.,        -26407.,        -26407., 5.76,    F
  93, 26,   2,     -0.325,     -0.000,     -1.886,     -0.370,     -0.019,     -2.280,             0.,            -5.,        -19476.,        -19476., 5.65,    F
  94, 27,   2,     -0.520,     -0.000,     -2.173,     -0.421,     -0.017,     -2.628,             0.,            -6.,        -22977.,        -22977., 6.08,    F
  95, 28,   2,     -0.952,     -0.000,      2.435,     -0.235,     -0.000,      2.944,             0.,             5.,         16725.,         16725., 3.95,    F
  96, 29,   2,     -0.217,     -0.000,     -3.642,     -0.212,     -0.002,     -4.403,             0.,            -9.,        -33821.,        -33821., 6.80,    F
  97, 30,   2,     -1.083,     -0.000,      2.083,     -0.108,     -0.009,      2.519,             0.,             4.,         13573.,         13573., 4.34,    F
  98, 31,   2,     -0.628,     -0.000,      6.252,      0.020,      0.035,      7.558,             0.,            15.,         52813.,         52813., 1.82,    F
  99, 32,   2,     -0.368,     -0.000,      1.040,      0.184,      0.035,      1.258,             0.,             2.,          8571.,          8571., 3.88,    F
 100, 33,   2,     -0.974,     -0.000,      1.612,      0.141,      0.012,      1.949,             0.,             3.,         10931.,         10931., 3.64,    F
 101, 34,   2,     -0.280,     -0.000,     -2.812,      0.386,     -0.003,     -3.399,             0.,            -7.,        -24373.,        -24373., 5.64,    F
 102, 35,   2,     -0.260,     -0.000,      0.602,      0.350,     -0.011,      0.728,             0.,             2.,          5618.,          5618., 4.11,    F
 103, 36,   2,     -0.823,     -0.000,      1.415,      0.073,      0.009,      1.711,             0.,             3.,          9517.,          9517., 3.82,    F
 104, 37,   2,     -0.780,     -0.000,      3.293,      0.066,      0.020,      3.982,             0.,             7.,         26260.,         26260., 2.70,    F
 105, 38,   2,     -0.780,     -0.000,      0.882,      0.023,      0.020,      1.067,             0.,             1.,          4838.,          4838., 3.69,    F
 106, 39,   2,     -1.017,     -0.000,     -3.516,      0.193,     -0.009,     -4.252,             0.,           -10.,        -34318.,        -34318., 5.99,    F
 107, 40,   2,     -0.714,     -0.000,     -1.481,      0.175,     -0.023,     -1.791,             0.,            -4.,        -15299.,        -15299., 5.24,    F
 108, 41,   2,     -1.017,     -0.000,      2.638,      0.129,      0.004,      3.190,             0.,             5.,         19722.,         19722., 3.31,    F
 109, 42,   2,     -1.449,     -0.000,      5.909,      0.017,      0.037,      7.144,             0.,            13.,         46516.,         46516., 1.47,    F
 110, 43,   2,     -0.843,     -0.000,      2.532,      0.022,      0.039,      3.061,             0.,             5.,         19195.,         19195., 2.58,    F
 111, 44,   2,     -0.260,     -0.000,      0.368,      0.273,      0.014,      0.445,             0.,             1.,          3352.,          3352., 3.31,    F
 112, 45,   2,     -0.237,     -0.000,     -4.879,      0.397,     -0.017,     -5.899,             0.,           -12.,        -42440.,        -42440., 6.03,    F
 113, 46,   2,     -1.017,     -0.000,     -1.218,      0.310,     -0.028,     -1.472,             0.,            -4.,        -13668.,        -13668., 4.78,    F
 114, 47,   2,     -0.280,     -0.000,      0.742,     -0.001,     -0.003,      0.897,             0.,             2.,          5403.,          5403., 3.79,    F
 115, 48,   2,     -0.909,     -0.000,     -0.168,     -0.163,      0.003,     -0.203,             0.,            -2.,         -5739.,         -5739., 4.40,    F
 116, 49,   2,     -0.346,     -0.000,      3.009,     -0.206,      0.011,      3.638,             0.,             7.,         24367.,         24367., 2.66,    F
 117, 50,   2,     -1.103,     -0.000,      1.358,      0.069,      0.020,      1.642,             0.,             2.,          7923.,          7923., 3.37,    F
 118, 51,   2,     -0.454,     -0.000,      1.317,      0.181,      0.012,      1.593,             0.,             3.,         10566.,         10566., 3.12,    F
 119, 52,   2,     -1.191,     -0.000,     -1.077,      0.193,      0.003,     -1.302,             0.,            -4.,        -13466.,        -13466., 4.44,    F
 120, 53,   2,     -0.909,     -0.000,      1.576,      0.264,      0.001,      1.905,             0.,             3.,         11322.,         11322., 3.10,    F
 121, 54,   2,     -1.515,     -0.000,     -3.074,      0.129,     -0.004,     -3.717,             0.,            -9.,        -32637.,        -32637., 5.62,    F
 122, 55,   2,     -0.606,     -0.000,      0.610,      0.058,     -0.012,      0.738,             0.,             1.,          3143.,          3143., 3.84,    F
 123, 56,   2,     -1.449,     -0.000,      1.305,     -0.005,      0.009,      1.578,             0.,             2.,          5734.,          5734., 3.65,    F
 124, 57,   2,     -2.281,     -0.000,      2.454,      0.094,      0.017,      2.967,             0.,             4.,         12967.,         12967., 3.15,    F
 125, 58,   2,     -2.356,     -0.000,      3.239,      0.073,      0.026,      3.917,             0.,             5.,         19545.,         19545., 2.60,    F
 126, 59,   2,     -2.375,     -0.000,      1.458,      0.316,      0.022,      1.763,             0.,             1.,          4727.,          4727., 3.27,    F
 127, 60,   2,     -0.692,     -0.000,      3.647,      0.376,      0.022,      4.410,             0.,             9.,         30970.,         30970., 1.64,    F
 128, 61,   2,     -2.487,     -0.000,      3.166,      0.451,      0.031,      3.828,             0.,             6.,         19906.,         19906., 1.95,    F
 129, 62,   2,     -2.581,     -0.000,      3.296,      0.483,      0.029,      3.985,             0.,             6.,         20797.,         20797., 1.67,    F
 130, 63,   2,     -2.581,     -0.000,      2.542,      0.470,      0.027,      3.074,             0.,             4.,         14097.,         14097., 1.84,    F
 131, 64,   2,     -2.730,     -0.000,      4.681,      0.578,      0.032,      5.660,             0.,             9.,         32803.,         32803., 0.55,    F
 132, 65,   2,     -2.730,     -0.000,      1.107,      0.545,      0.028,      1.338,             0.,             0.,          1145.,          1145., 2.08,    F
 133, 66,   2,     -2.768,     -0.000,      1.262,      0.522,      0.011,      1.526,             0.,             1.,          2211.,          2211., 2.00,    F
 134, 67,   2,     -2.338,     -0.000,     -0.360,      0.449,      0.006,     -0.435,             0.,            -3.,        -10683.,        -10683., 2.75,    F
 135, 68,   2,     -1.964,     -0.000,      4.134,      0.424,      0.015,      4.999,             0.,             8.,         30359.,         30359., 0.41,    F
 136, 69,   2,     -2.356,     -0.000,     -1.248,      0.242,      0.016,     -1.509,             0.,            -5.,        -19376.,        -19376., 3.05,    F
 137, 70,   2,     -3.011,     -0.000,     -1.848,      0.227,     -0.012,     -2.235,             0.,            -8.,        -27448.,        -27448., 3.76,    F
 138, 71,   2,     -2.898,     -0.000,     -2.346,      0.166,     -0.017,     -2.836,             0.,            -9.,        -31645.,        -31645., 4.32,    F
 139, 72,   2,     -2.992,     -0.000,     -2.232,      0.163,     -0.019,     -2.698,             0.,            -9.,        -31034.,        -31034., 4.65,    F
 140, 73,   2,     -2.805,     -0.000,     -3.336,     -0.137,     -0.023,     -4.033,             0.,           -11.,        -41231.,        -41231., 5.61,    F
 141, 74,   2,     -2.431,     -0.000,     -2.891,     -0.201,     -0.026,     -3.496,             0.,           -10.,        -36090.,        -36090., 5.78,    F
 142, 75,   2,     -2.506,     -0.000,      0.584,     -0.212,     -0.010,      0.706,             0.,            -2.,         -5737.,         -5737., 4.36,    F
 143, 76,   2,     -0.389,     -0.000,     -0.670,     -0.225,      0.001,     -0.810,             0.,            -2.,         -8352.,         -8352., 4.59,    F
 144, 77,   2,     -3.198,     -0.000,     -1.158,     -0.172,     -0.006,     -1.401,             0.,            -7.,        -23681.,        -23681., 5.60,    F
 145, 78,   2,     -3.273,     -0.000,      1.026,     -0.022,     -0.000,      1.241,             0.,            -1.,         -4100.,         -4100., 4.70,    F
 146, 79,   2,     -3.347,     -0.000,      1.789,      0.144,      0.013,      2.163,             0.,             1.,          3040.,          3040., 4.31,    F
 147, 80,   2,     -2.992,     -0.000,     -1.571,      0.112,      0.004,     -1.899,             0.,            -7.,        -25321.,        -25321., 5.99,    F
 148, 81,   2,     -3.273,     -0.000,     -0.707,      0.141,     -0.009,     -0.855,             0.,            -5.,        -18761.,        -18761., 5.88,    F
 149, 82,   2,     -3.347,     -0.000,     -0.853,      0.197,     -0.005,     -1.032,             0.,            -6.,        -20115.,        -20115., 6.18,    F
 150, 83,   2,     -3.385,     -0.000,     -1.139,      0.127,     -0.007,     -1.377,             0.,            -6.,        -23062.,        -23062., 6.58,    F
 151, 84,   2,     -3.478,     -0.000,     -3.768,     -0.030,     -0.019,     -4.556,             0.,           -13.,        -47284.,        -47284., 8.30,    F
 152, 85,   2,     -3.422,     -0.000,     -3.873,     -0.046,     -0.032,     -4.682,             0.,           -13.,        -48099.,        -48099., 8.89,    F
 153, 86,   2,     -2.581,     -0.000,      2.186,     -0.093,     -0.009,      2.643,             0.,             2.,          8564.,          8564., 6.04,    F
 154, 87,   2,     -2.188,     -0.000,      1.299,     -0.128,      0.017,      1.570,             0.,             1.,          2272.,          2272., 6.32,    F
 155, 88,   2,     -3.478,     -0.000,      6.000,     -0.052,      0.031,      7.255,             0.,            11.,         38927.,         38927., 4.09,    F
 156, 89,   2,     -3.890,     -0.000,     10.236,      0.286,      0.071,     12.376,             0.,            21.,         76126.,         76126., 1.40,    F
 157, 90,   2,     -3.422,     -0.000,      9.010,      0.736,      0.086,     10.894,             0.,            19.,         69043.,         69043., 0.96,    F
 158, 91,   2,     -2.880,     -0.000,      7.250,      0.933,      0.073,      8.765,             0.,            16.,         56426.,         56426., 0.93,    F
 159, 92,   2,     -3.216,     -0.000,      5.108,      1.220,      0.056,      6.176,             0.,            10.,         37284.,         37284., 1.44,    F
 160, 93,   2,     -2.711,     -0.000,     -0.145,      1.221,      0.025,     -0.176,             0.,            -2.,         -7128.,         -7128., 3.68,    F
