Day of sim.,Day of year,Year,Slurry mass,Frozen mass,Slurry depth,Air T,Wall T,Floor T,In T,Slurry T
  57, 57,   1, 3500.00,    0.00,    4.95,   -0.73,    1.19,    0.95,    7.77,    7.73
  58, 58,   1, 3500.00,    0.00,    4.95,   -0.57,    1.35,    1.11,    7.70,    7.67
  59, 59,   1, 3500.00,    0.00,    4.95,   -0.40,    1.52,    1.27,    7.63,    7.60
  60, 60,   1, 3500.00,    0.00,    4.95,   -0.23,    1.68,    1.44,    7.57,    7.54
  61, 61,   1, 3500.00,    0.00,    4.95,   -0.06,    1.85,    1.60,    7.51,    7.48
  62, 62,   1, 3500.00,    0.00,    4.95,    0.11,    2.02,    1.77,    7.45,    7.42
  63, 63,   1, 3500.00,    0.00,    4.95,    0.28,    2.20,    1.94,    7.39,    7.36
  64, 64,   1, 3500.00,    0.00,    4.95,    0.46,    2.37,    2.11,    7.34,    7.31
  65, 65,   1, 3500.00,    0.00,    4.95,    0.64,    2.55,    2.29,    7.28,    7.26
  66, 66,   1, 3500.00,    0.00,    4.95,    0.82,    2.73,    2.46,    7.23,    7.21
  67, 67,   1, 3500.00,    0.00,    4.95,    1.00,    2.91,    2.64,    7.19,    7.16
  68, 68,   1, 3500.00,    0.00,    4.95,    1.19,    3.10,    2.82,    7.14,    7.12
  69, 69,   1, 3500.00,    0.00,    4.95,    1.37,    3.28,    3.01,    7.10,    7.08
  70, 70,   1, 3500.00,    0.00,    4.95,    1.56,    3.47,    3.19,    7.06,    7.04
  71, 71,   1, 3500.00,    0.00,    4.95,    1.75,    3.66,    3.38,    7.02,    7.00
  72, 72,   1, 3500.00,    0.00,    4.95,    1.95,    3.85,    3.56,    6.98,    6.97
  73, 73,   1, 3500.00,    0.00,    4.95,    2.14,    4.04,    3.76,    6.95,    6.93
  74, 74,   1, 3500.00,    0.00,    4.95,    2.33,    4.24,    3.95,    6.92,    6.90
  75, 75,   1, 3500.00,    0.00,    4.95,    2.53,    4.43,    4.14,    6.89,    6.87
  76, 76,   1, 3500.00,    0.00,    4.95,    2.73,    4.63,    4.34,    6.86,    6.85
  77, 77,   1, 3500.00,    0.00,    4.95,    2.93,    4.83,    4.53,    6.84,    6.83
  78, 78,   1, 3500.00,    0.00,    4.95,    3.13,    5.03,    4.73,    6.82,    6.80
  79, 79,   1, 3500.00,    0.00,    4.95,    3.33,    5.23,    4.93,    6.80,    6.79
  80, 80,   1, 3500.00,    0.00,    4.95,    3.54,    5.43,    5.13,    6.78,    6.77
  81, 81,   1, 3500.00,    0.00,    4.95,    3.74,    5.64,    5.33,    6.76,    6.76
  82, 82,   1, 3500.00,    0.00,    4.95,    3.95,    5.84,    5.54,    6.75,    6.74
  83, 83,   1, 3500.00,    0.00,    4.95,    4.15,    6.05,    5.74,    6.74,    6.73
  84, 84,   1, 3500.00,    0.00,    4.95,    4.36,    6.26,    5.95,    6.73,    6.73
  85, 85,   1, 3500.00,    0.00,    4.95,    4.57,    6.46,    6.15,    6.72,    6.72
  86, 86,   1, 3500.00,    0.00,    4.95,    4.78,    6.67,    6.36,    6.72,    6.72
  87, 87,   1, 3500.00,    0.00,    4.95,    4.99,    6.88,    6.57,    6.72,    6.72
  88, 88,   1, 3500.00,    0.00,    4.95,    5.20,    7.09,    6.78,    6.72,    6.72
  89, 89,   1, 3500.00,    0.00,    4.95,    5.41,    7.31,    6.99,    6.72,    6.72
  90, 90,   1, 3500.00,    0.00,    4.95,    5.62,    7.52,    7.20,    6.73,    6.73
  91, 91,   1, 3500.00,    0.00,    4.95,    5.84,    7.73,    7.41,    6.73,    6.74
  92, 92,   1, 3500.00,    0.00,    4.95,    6.05,    7.94,    7.62,    6.74,    6.75
  93, 93,   1, 3500.00,    0.00,    4.95,    6.26,    8.16,    7.84,    6.75,    6.76
  94, 94,   1, 3500.00,    0.00,    4.95,    6.48,    8.37,    8.05,    6.77,    6.77
  95, 95,   1, 3500.00,    0.00,    4.95,    6.69,    8.59,    8.27,    6.78,    6.79
  96, 96,   1, 3500.00,    0.00,    4.95,    6.91,    8.80,    8.48,    6.80,    6.81
  97, 97,   1, 3500.00,    0.00,    4.95,    7.12,    9.02,    8.69,    6.82,    6.83
  98, 98,   1, 3500.00,    0.00,    4.95,    7.34,    9.23,    8.91,    6.84,    6.85
  99, 99,   1, 3500.00,    0.00,    4.95,    7.55,    9.45,    9.12,    6.86,    6.88
 100,100,   1, 3500.00,    0.00,    4.95,    7.77,    9.66,    9.34,    6.89,    6.90
 101,101,   1, 3500.00,    0.00,    4.95,    7.98,    9.88,    9.55,    6.92,    6.93
 102,102,   1, 3500.00,    0.00,    4.95,    8.20,   10.09,    9.77,    6.95,    6.96
 103,103,   1, 3500.00,    0.00,    4.95,    8.41,   10.31,    9.98,    6.98,    7.00
 104,104,   1, 3500.00,    0.00,    4.95,    8.63,   10.52,   10.20,    7.01,    7.03
 105,105,   1, 3500.00,    0.00,    4.95,    8.84,   10.74,   10.41,    7.05,    7.07
 106,106,   1, 3500.00,    0.00,    4.95,    9.06,   10.95,   10.63,    7.08,    7.10
 107,107,   1, 3500.00,    0.00,    4.95,    9.27,   11.16,   10.84,    7.12,    7.15
 108,108,   1, 3500.00,    0.00,    4.95,    9.48,   11.38,   11.06,    7.16,    7.19
 109,109,   1, 3500.00,    0.00,    4.95,    9.69,   11.59,   11.27,    7.21,    7.23
 110,110,   1, 3500.00,    0.00,    4.95,    9.91,   11.80,   11.48,    7.25,    7.28
 111,111,   1, 3500.00,    0.00,    4.95,   10.12,   12.01,   11.69,    7.30,    7.32
 112,112,   1, 3500.00,    0.00,    4.95,   10.33,   12.22,   11.90,    7.35,    7.37
 113,113,   1, 3500.00,    0.00,    4.95,   10.54,   12.43,   12.12,    7.40,    7.42
 114,114,   1, 3500.00,    0.00,    4.95,   10.74,   12.64,   12.33,    7.45,    7.48
 115,115,   1, 3500.00,    0.00,    4.95,   10.95,   12.85,   12.53,    7.50,    7.53
 116,116,   1, 3500.00,    0.00,    4.95,   11.16,   13.05,   12.74,    7.56,    7.59
 117,117,   1, 3500.00,    0.00,    4.95,   11.36,   13.26,   12.95,    7.61,    7.65
 118,118,   1, 3500.00,    0.00,    4.95,   11.57,   13.46,   13.16,    7.67,    7.70
 119,119,   1, 3500.00,    0.00,    4.95,   11.77,   13.67,   13.36,    7.73,    7.77
 120,120,   1, 3500.00,    0.00,    4.95,   11.97,   13.87,   13.57,    7.79,    7.83
 121,121,   1, 3500.00,    0.00,    4.95,   12.17,   14.07,   13.77,    7.86,    7.89
 122,122,   1, 3500.00,    0.00,    4.95,   12.37,   14.27,   13.97,    7.92,    7.96
 123,123,   1, 3500.00,    0.00,    4.95,   12.57,   14.47,   14.17,    7.99,    8.02
 124,124,   1, 3500.00,    0.00,    4.95,   12.76,   14.67,   14.37,    8.06,    8.09
 125,125,   1, 3500.00,    0.00,    4.95,   12.96,   14.86,   14.57,    8.12,    8.16
 126,126,   1, 3500.00,    0.00,    4.95,   13.15,   15.05,   14.76,    8.19,    8.23
 127,127,   1, 3500.00,    0.00,    4.95,   13.34,   15.25,   14.96,    8.27,    8.30
 128,128,   1, 3500.00,    0.00,    4.95,   13.53,   15.44,   15.15,    8.34,    8.38
 129,129,   1, 3500.00,    0.00,    4.95,   13.72,   15.63,   15.34,    8.41,    8.45
 130,130,   1, 3500.00,    0.00,    4.95,   13.90,   15.81,   15.53,    8.49,    8.53
 131,131,   1, 3500.00,    0.00,    4.95,   14.09,   16.00,   15.72,    8.57,    8.61
 132,132,   1, 3500.00,    0.00,    4.95,   14.27,   16.18,   15.90,    8.64,    8.69
 133,133,   1, 3500.00,    0.00,    4.95,   14.45,   16.36,   16.09,    8.72,    8.77
 134,134,   1, 3500.00,    0.00,    4.95,   14.63,   16.54,   16.27,    8.80,    8.85
 135,135,   1, 3500.00,    0.00,    4.95,   14.80,   16.72,   16.45,    8.89,    8.93
 136,136,   1, 3500.00,    0.00,    4.95,   14.98,   16.89,   16.63,    8.97,    9.01
 137,137,   1, 3500.00,    0.00,    4.95,   15.15,   17.06,   16.80,    9.05,    9.10
 138,138,   1, 3500.00,    0.00,    4.95,   15.32,   17.23,   16.98,    9.14,    9.18
 139,139,   1, 3500.00,    0.00,    4.95,   15.48,   17.40,   17.15,    9.22,    9.27
 140,140,   1, 3500.00,    0.00,    4.95,   15.65,   17.57,   17.32,    9.31,    9.35
 141,141,   1, 3500.00,    0.00,    4.95,   15.81,   17.73,   17.48,    9.40,    9.44
 142,142,   1, 3500.00,    0.00,    4.95,   15.97,   17.89,   17.65,    9.48,    9.53
 143,143,   1, 3500.00,    0.00,    4.95,   16.13,   18.05,   17.81,    9.57,    9.62
 144,144,   1, 3500.00,    0.00,    4.95,   16.28,   18.20,   17.97,    9.66,    9.71
 145,145,   1, 3500.00,    0.00,    4.95,   16.43,   18.36,   18.12,    9.75,    9.80
 146,146,   1, 3500.00,    0.00,    4.95,   16.58,   18.51,   18.28,    9.85,    9.89
 147,147,   1, 3500.00,    0.00,    4.95,   16.73,   18.66,   18.43,    9.94,    9.99
 148,148,   1, 3500.00,    0.00,    4.95,   16.87,   18.80,   18.58,   10.03,   10.08
 149,149,   1, 3500.00,    0.00,    4.95,   17.01,   18.94,   18.73,   10.12,   10.17
 150,150,   1, 3500.00,    0.00,    4.95,   17.15,   19.08,   18.87,   10.22,   10.27
 151,151,   1, 3500.00,    0.00,    4.95,   17.29,   19.22,   19.01,   10.31,   10.36
 152,152,   1, 3500.00,    0.00,    4.95,   17.42,   19.35,   19.15,   10.41,   10.46
 153,153,   1, 3500.00,    0.00,    4.95,   17.55,   19.48,   19.28,   10.50,   10.55
 154,154,   1, 3500.00,    0.00,    4.95,   17.68,   19.61,   19.42,   10.60,   10.65
 155,155,   1, 3500.00,    0.00,    4.95,   17.80,   19.74,   19.55,   10.70,   10.75
 156,156,   1, 3500.00,    0.00,    4.95,   17.92,   19.86,   19.67,   10.79,   10.85
 157,157,   1, 3500.00,    0.00,    4.95,   18.04,   19.98,   19.80,   10.89,   10.94
 158,158,   1, 3500.00,    0.00,    4.95,   18.15,   20.09,   19.92,   10.99,   11.04
 159,159,   1, 3500.00,    0.00,    4.95,   18.26,   20.21,   20.03,   11.09,   11.14
 160,160,   1, 3500.00,    0.00,    4.95,   18.37,   20.32,   20.15,   11.19,   11.24
 161,161,   1, 3500.00,    0.00,    4.95,   18.47,   20.42,   20.26,   11.29,   11.34
 162,162,   1, 3500.00,    0.00,    4.95,   18.58,   20.53,   20.37,   11.38,   11.44
 163,163,   1, 3500.00,    0.00,    4.95,   18.67,   20.62,   20.47,   11.48,   11.53
 164,164,   1, 3500.00,    0.00,    4.95,   18.77,   20.72,   20.57,   11.58,   11.63
 165,165,   1, 3500.00,    0.00,    4.95,   18.86,   20.81,   20.67,   11.68,   11.73
 166,166,   1, 3500.00,    0.00,    4.95,   18.95,   20.90,   20.77,   11.78,   11.83
 167,167,   1, 3500.00,    0.00,    4.95,   19.03,   20.99,   20.86,   11.88,   11.93
 168,168,   1, 3500.00,    0.00,    4.95,   19.11,   21.07,   20.94,   11.98,   12.03
 169,169,   1, 3500.00,    0.00,    4.95,   19.19,   21.15,   21.03,   12.08,   12.13
 170,170,   1, 3500.00,    0.00,    4.95,   19.27,   21.23,   21.11,   12.18,   12.23
 171,171,   1, 3500.00,    0.00,    4.95,   19.34,   21.30,   21.19,   12.28,   12.33
 172,172,   1, 3500.00,    0.00,    4.95,   19.40,   21.37,   21.26,   12.37,   12.43
 173,173,   1, 3500.00,    0.00,    4.95,   19.47,   21.44,   21.33,   12.47,   12.52
 174,174,   1, 3500.00,    0.00,    4.95,   19.53,   21.50,   21.40,   12.57,   12.62
 175,175,   1, 3500.00,    0.00,    4.95,   19.59,   21.56,   21.47,   12.67,   12.72
 176,176,   1, 3500.00,    0.00,    4.95,   19.64,   21.61,   21.53,   12.77,   12.82
 177,177,   1, 3500.00,    0.00,    4.95,   19.69,   21.66,   21.58,   12.86,   12.91
 178,178,   1, 3500.00,    0.00,    4.95,   19.73,   21.71,   21.64,   12.96,   13.01
 179,179,   1, 3500.00,    0.00,    4.95,   19.78,   21.76,   21.68,   13.06,   13.11
 180,180,   1, 3500.00,    0.00,    4.95,   19.82,   21.80,   21.73,   13.15,   13.20
 181,181,   1, 3500.00,    0.00,    4.95,   19.85,   21.83,   21.77,   13.25,   13.30
 182,182,   1, 3500.00,    0.00,    4.95,   19.88,   21.87,   21.81,   13.34,   13.39
 183,183,   1, 3500.00,    0.00,    4.95,   19.91,   21.90,   21.85,   13.44,   13.49
 184,184,   1, 3500.00,    0.00,    4.95,   19.93,   21.92,   21.88,   13.53,   13.58
 185,185,   1, 3500.00,    0.00,    4.95,   19.95,   21.94,   21.91,   13.63,   13.68
 186,186,   1, 3500.00,    0.00,    4.95,   19.97,   21.96,   21.93,   13.72,   13.77
 187,187,   1, 3500.00,    0.00,    4.95,   19.98,   21.98,   21.95,   13.81,   13.86
 188,188,   1, 3500.00,    0.00,    4.95,   19.99,   21.99,   21.97,   13.90,   13.95
 189,189,   1, 3500.00,    0.00,    4.95,   20.00,   22.00,   21.98,   13.99,   14.04
 190,190,   1, 3500.00,    0.00,    4.95,   20.00,   22.00,   21.99,   14.08,   14.13
 191,191,   1, 3500.00,    0.00,    4.95,   20.00,   22.00,   21.99,   14.17,   14.22
 192,192,   1, 3500.00,    0.00,    4.95,   19.99,   22.00,   22.00,   14.26,   14.31
 193,193,   1, 3500.00,    0.00,    4.95,   19.98,   21.99,   21.99,   14.35,   14.39
 194,194,   1, 3500.00,    0.00,    4.95,   19.97,   21.98,   21.99,   14.44,   14.48
 195,195,   1, 3500.00,    0.00,    4.95,   19.95,   21.96,   21.98,   14.52,   14.57
 196,196,   1, 3500.00,    0.00,    4.95,   19.93,   21.94,   21.97,   14.61,   14.65
 197,197,   1, 3500.00,    0.00,    4.95,   19.91,   21.92,   21.95,   14.69,   14.73
 198,198,   1, 3500.00,    0.00,    4.95,   19.88,   21.90,   21.93,   14.77,   14.81
 199,199,   1, 3500.00,    0.00,    4.95,   19.85,   21.87,   21.91,   14.85,   14.90
 200,200,   1, 3500.00,    0.00,    4.95,   19.82,   21.83,   21.88,   14.93,   14.98
 201,201,   1, 3500.00,    0.00,    4.95,   19.78,   21.80,   21.85,   15.01,   15.05
 202,202,   1, 3500.00,    0.00,    4.95,   19.73,   21.76,   21.81,   15.09,   15.13
 203,203,   1, 3500.00,    0.00,    4.95,   19.69,   21.71,   21.77,   15.17,   15.21
 204,204,   1, 3500.00,    0.00,    4.95,   19.64,   21.66,   21.73,   15.25,   15.28
 205,205,   1, 3500.00,    0.00,    4.95,   19.59,   21.61,   21.68,   15.32,   15.36
 206,206,   1, 3500.00,    0.00,    4.95,   19.53,   21.56,   21.64,   15.39,   15.43
 207,207,   1, 3500.00,    0.00,    4.95,   19.47,   21.50,   21.58,   15.47,   15.50
 208,208,   1, 3500.00,    0.00,    4.95,   19.40,   21.44,   21.53,   15.54,   15.57
 209,209,   1, 3500.00,    0.00,    4.95,   19.34,   21.37,   21.47,   15.61,   15.64
 210,210,   1, 3500.00,    0.00,    4.95,   19.27,   21.30,   21.40,   15.67,   15.71
 211,211,   1, 3500.00,    0.00,    4.95,   19.19,   21.23,   21.33,   15.74,   15.78
 212,212,   1, 3500.00,    0.00,    4.95,   19.11,   21.15,   21.26,   15.81,   15.84
 213,213,   1, 3500.00,    0.00,    4.95,   19.03,   21.07,   21.19,   15.87,   15.90
 214,214,   1, 3500.00,    0.00,    4.95,   18.95,   20.99,   21.11,   15.93,   15.97
 215,215,   1, 3500.00,    0.00,    4.95,   18.86,   20.90,   21.03,   16.00,   16.03
 216,216,   1, 3500.00,    0.00,    4.95,   18.77,   20.81,   20.94,   16.06,   16.09
 217,217,   1, 3500.00,    0.00,    4.95,   18.67,   20.72,   20.86,   16.11,   16.14
 218,218,   1, 3500.00,    0.00,    4.95,   18.58,   20.62,   20.77,   16.17,   16.20
 219,219,   1, 3500.00,    0.00,    4.95,   18.47,   20.53,   20.67,   16.23,   16.25
 220,220,   1, 3500.00,    0.00,    4.95,   18.37,   20.42,   20.57,   16.28,   16.31
 221,221,   1, 3500.00,    0.00,    4.95,   18.26,   20.32,   20.47,   16.33,   16.36
 222,222,   1, 3500.00,    0.00,    4.95,   18.15,   20.21,   20.37,   16.38,   16.41
 223,223,   1, 3500.00,    0.00,    4.95,   18.04,   20.09,   20.26,   16.43,   16.46
 224,224,   1, 3500.00,    0.00,    4.95,   17.92,   19.98,   20.15,   16.48,   16.50
 225,225,   1, 3500.00,    0.00,    4.95,   17.80,   19.86,   20.03,   16.53,   16.55
 226,226,   1, 3500.00,    0.00,    4.95,   17.68,   19.74,   19.92,   16.57,   16.59
 227,227,   1, 3500.00,    0.00,    4.95,   17.55,   19.61,   19.80,   16.61,   16.63
 228,228,   1, 3500.00,    0.00,    4.95,   17.42,   19.48,   19.67,   16.65,   16.67
 229,229,   1, 3500.00,    0.00,    4.95,   17.29,   19.35,   19.55,   16.69,   16.71
 230,230,   1, 3500.00,    0.00,    4.95,   17.15,   19.22,   19.42,   16.73,   16.75
 231,231,   1, 3500.00,    0.00,    4.95,   17.01,   19.08,   19.28,   16.76,   16.78
 232,232,   1, 3500.00,    0.00,    4.95,   16.87,   18.94,   19.15,   16.80,   16.81
 233,233,   1, 3500.00,    0.00,    4.95,   16.73,   18.80,   19.01,   16.83,   16.85
 234,234,   1, 3500.00,    0.00,    4.95,   16.58,   18.66,   18.87,   16.86,   16.87
 235,235,   1, 3500.00,    0.00,    4.95,   16.43,   18.51,   18.73,   16.89,   16.90
 236,236,   1, 3500.00,    0.00,    4.95,   16.28,   18.36,   18.58,   16.91,   16.93
 237,237,   1, 3500.00,    0.00,    4.95,   16.13,   18.20,   18.43,   16.94,   16.95
 238,238,   1, 3500.00,    0.00,    4.95,   15.97,   18.05,   18.28,   16.96,   16.97
 239,239,   1, 3500.00,    0.00,    4.95,   15.81,   17.89,   18.12,   16.98,   16.99
 240,240,   1, 3500.00,    0.00,    4.95,   15.65,   17.73,   17.97,   17.00,   17.01
 241,241,   1, 3500.00,    0.00,    4.95,   15.48,   17.57,   17.81,   17.02,   17.03
 242,242,   1, 3500.00,    0.00,    4.95,   15.32,   17.40,   17.65,   17.04,   17.04
 243,243,   1, 3500.00,    0.00,    4.95,   15.15,   17.23,   17.48,   17.05,   17.06
 244,244,   1, 3500.00,    0.00,    4.95,   14.98,   17.06,   17.32,   17.06,   17.07
 245,245,   1, 3500.00,    0.00,    4.95,   14.80,   16.89,   17.15,   17.07,   17.08
 246,246,   1, 3500.00,    0.00,    4.95,   14.63,   16.72,   16.98,   17.08,   17.08
 247,247,   1, 3500.00,    0.00,    4.95,   14.45,   16.54,   16.80,   17.09,   17.09
 248,248,   1, 3500.00,    0.00,    4.95,   14.27,   16.36,   16.63,   17.09,   17.09
 249,249,   1, 3500.00,    0.00,    4.95,   14.09,   16.18,   16.45,   17.09,   17.09
 250,250,   1, 3500.00,    0.00,    4.95,   13.90,   16.00,   16.27,   17.09,   17.09
 251,251,   1, 3500.00,    0.00,    4.95,   13.72,   15.81,   16.09,   17.09,   17.09
 252,252,   1, 3500.00,    0.00,    4.95,   13.53,   15.63,   15.90,   17.09,   17.08
 253,253,   1, 3500.00,    0.00,    4.95,   13.34,   15.44,   15.72,   17.08,   17.08
 254,254,   1, 3500.00,    0.00,    4.95,   13.15,   15.25,   15.53,   17.08,   17.07
 255,255,   1, 3500.00,    0.00,    4.95,   12.96,   15.05,   15.34,   17.07,   17.06
 256,256,   1, 3500.00,    0.00,    4.95,   12.76,   14.86,   15.15,   17.05,   17.05
 257,257,   1, 3500.00,    0.00,    4.95,   12.57,   14.67,   14.96,   17.04,   17.03
 258,258,   1, 3500.00,    0.00,    4.95,   12.37,   14.47,   14.76,   17.03,   17.02
 259,259,   1, 3500.00,    0.00,    4.95,   12.17,   14.27,   14.57,   17.01,   17.00
 260,260,   1, 3500.00,    0.00,    4.95,   11.97,   14.07,   14.37,   16.99,   16.98
 261,261,   1, 3500.00,    0.00,    4.95,   11.77,   13.87,   14.17,   16.97,   16.96
 262,262,   1, 3500.00,    0.00,    4.95,   11.57,   13.67,   13.97,   16.95,   16.94
 263,263,   1, 3500.00,    0.00,    4.95,   11.36,   13.46,   13.77,   16.92,   16.91
 264,264,   1, 3500.00,    0.00,    4.95,   11.16,   13.26,   13.57,   16.90,   16.88
 265,265,   1, 3500.00,    0.00,    4.95,   10.95,   13.05,   13.36,   16.87,   16.85
 266,266,   1, 3500.00,    0.00,    4.95,   10.74,   12.85,   13.16,   16.84,   16.82
 267,267,   1, 3500.00,    0.00,    4.95,   10.54,   12.64,   12.95,   16.81,   16.79
 268,268,   1, 3500.00,    0.00,    4.95,   10.33,   12.43,   12.74,   16.77,   16.75
 269,269,   1, 3500.00,    0.00,    4.95,   10.12,   12.22,   12.53,   16.74,   16.72
 270,270,   1, 3500.00,    0.00,    4.95,    9.91,   12.01,   12.33,   16.70,   16.68
 271,271,   1, 3500.00,    0.00,    4.95,    9.69,   11.80,   12.12,   16.66,   16.64
 272,272,   1, 3500.00,    0.00,    4.95,    9.48,   11.59,   11.90,   16.62,   16.60
 273,273,   1, 3500.00,    0.00,    4.95,    9.27,   11.38,   11.69,   16.58,   16.55
 274,274,   1, 3500.00,    0.00,    4.95,    9.06,   11.16,   11.48,   16.53,   16.51
 275,275,   1, 3500.00,    0.00,    4.95,    8.84,   10.95,   11.27,   16.49,   16.46
