Day of sim.,Day of year,Year,Slurry mass,Frozen mass,Slurry depth,Air T,Wall T,Floor T,In T,Slurry T
  60, 60,   1,  110.00,    0.00,    3.89,   -0.23,    3.17,    9.50,    5.57,    5.54
  61, 61,   1,  110.00,    0.00,    3.89,   -0.06,    3.08,    9.50,    5.52,    5.49
  62, 62,   1,  110.00,    0.00,    3.89,    0.11,    3.00,    9.50,    5.46,    5.43
  63, 63,   1,  110.00,    0.00,    3.89,    0.28,    2.93,    9.50,    5.41,    5.38
  64, 64,   1,  110.00,    0.00,    3.89,    0.46,    2.85,    9.50,    5.36,    5.33
  65, 65,   1,  110.00,    0.00,    3.89,    0.64,    2.77,    9.50,    5.31,    5.29
  66, 66,   1,  110.00,    0.00,    3.89,    0.82,    2.70,    9.50,    5.27,    5.25
  67, 67,   1,  110.00,    0.00,    3.89,    1.00,    2.63,    9.50,    5.23,    5.21
  68, 68,   1,  110.00,    0.00,    3.89,    1.19,    2.56,    9.50,    5.19,    5.17
  69, 69,   1,  110.00,    0.00,    3.89,    1.37,    2.49,    9.50,    5.15,    5.14
  70, 70,   1,  110.00,    0.00,    3.89,    1.56,    2.43,    9.50,    5.12,    5.11
  71, 71,   1,  110.00,    0.00,    3.89,    1.75,    2.37,    9.50,    5.09,    5.08
  72, 72,   1,  110.00,    0.00,    3.89,    1.95,    2.31,    9.50,    5.07,    5.06
  73, 73,   1,  110.00,    0.00,    3.89,    2.14,    2.25,    9.50,    5.05,    5.03
  74, 74,   1,  110.00,    0.00,    3.89,    2.33,    2.19,    9.50,    5.02,    5.02
  75, 75,   1,  110.00,    0.00,    3.89,    2.53,    2.14,    9.50,    5.01,    5.00
  76, 76,   1,  110.00,    0.00,    3.89,    2.73,    2.09,    9.50,    4.99,    4.99
  77, 77,   1,  110.00,    0.00,    3.89,    2.93,    2.04,    9.50,    4.98,    4.98
  78, 78,   1,  110.00,    0.00,    3.89,    3.13,    1.99,    9.50,    4.97,    4.97
  79, 79,   1,  110.00,    0.00,    3.89,    3.33,    1.94,    9.50,    4.96,    4.96
  80, 80,   1,  110.00,    0.00,    3.89,    3.54,    1.90,    9.50,    4.96,    4.96
  81, 81,   1,  110.00,    0.00,    3.89,    3.74,    1.86,    9.50,    4.96,    4.96
  82, 82,   1,  110.00,    0.00,    3.89,    3.95,    1.82,    9.50,    4.96,    4.96
  83, 83,   1,  110.00,    0.00,    3.89,    4.15,    1.78,    9.50,    4.96,    4.97
  84, 84,   1,  110.00,    0.00,    3.89,    4.36,    1.75,    9.50,    4.97,    4.98
  85, 85,   1,  110.00,    0.00,    3.89,    4.57,    1.72,    9.50,    4.98,    4.99
  86, 86,   1,  110.00,    0.00,    3.89,    4.78,    1.69,    9.50,    4.99,    5.00
  87, 87,   1,  110.00,    0.00,    3.89,    4.99,    1.66,    9.50,    5.01,    5.01
  88, 88,   1,  110.00,    0.00,    3.89,    5.20,    1.64,    9.50,    5.02,    5.03
  89, 89,   1,  110.00,    0.00,    3.89,    5.41,    1.62,    9.50,    5.04,    5.05
  90, 90,   1,  110.00,    0.00,    3.89,    5.62,    1.60,    9.50,    5.06,    5.08
  91, 91,   1,  110.00,    0.00,    3.89,    5.84,    1.58,    9.50,    5.09,    5.10
  92, 92,   1,  110.00,    0.00,    3.89,    6.05,    1.56,    9.50,    5.11,    5.13
  93, 93,   1,  110.00,    0.00,    3.89,    6.26,    1.55,    9.50,    5.14,    5.16
  94, 94,   1,  110.00,    0.00,    3.89,    6.48,    1.54,    9.50,    5.17,    5.19
  95, 95,   1,  110.00,    0.00,    3.89,    6.69,    1.53,    9.50,    5.21,    5.22
  96, 96,   1,  110.00,    0.00,    3.89,    6.91,    1.53,    9.50,    5.24,    5.26
  97, 97,   1,  110.00,    0.00,    3.89,    7.12,    1.52,    9.50,    5.28,    5.30
  98, 98,   1,  110.00,    0.00,    3.89,    7.34,    1.52,    9.50,    5.32,    5.34
  99, 99,   1,  110.00,    0.00,    3.89,    7.55,    1.52,    9.50,    5.36,    5.38
 100,100,   1,  110.00,    0.00,    3.89,    7.77,    1.53,    9.50,    5.41,    5.43
 101,101,   1,  110.00,    0.00,    3.89,    7.98,    1.53,    9.50,    5.45,    5.48
 102,102,   1,  110.00,    0.00,    3.89,    8.20,    1.54,    9.50,    5.50,    5.53
 103,103,   1,  110.00,    0.00,    3.89,    8.41,    1.55,    9.50,    5.55,    5.58
 104,104,   1,  110.00,    0.00,    3.89,    8.63,    1.56,    9.50,    5.60,    5.63
 105,105,   1,  110.00,    0.00,    3.89,    8.84,    1.58,    9.50,    5.66,    5.69
 106,106,   1,  110.00,    0.00,    3.89,    9.06,    1.60,    9.50,    5.71,    5.75
 107,107,   1,  110.00,    0.00,    3.89,    9.27,    1.62,    9.50,    5.77,    5.80
 108,108,   1,  110.00,    0.00,    3.89,    9.48,    1.64,    9.50,    5.83,    5.87
 109,109,   1,  110.00,    0.00,    3.89,    9.69,    1.66,    9.50,    5.90,    5.93
 110,110,   1,  110.00,    0.00,    3.89,    9.91,    1.69,    9.50,    5.96,    5.99
 111,111,   1,  110.00,    0.00,    3.89,   10.12,    1.72,    9.50,    6.03,    6.06
 112,112,   1,  110.00,    0.00,    3.89,   10.33,    1.75,    9.50,    6.09,    6.13
 113,113,   1,  110.00,    0.00,    3.89,   10.54,    1.78,    9.50,    6.16,    6.20
 114,114,   1,  110.00,    0.00,    3.89,   10.74,    1.82,    9.50,    6.23,    6.27
 115,115,   1,  110.00,    0.00,    3.89,   10.95,    1.86,    9.50,    6.31,    6.34
 116,116,   1,  110.00,    0.00,    3.89,   11.16,    1.90,    9.50,    6.38,    6.42
 117,117,   1,  110.00,    0.00,    3.89,   11.36,    1.94,    9.50,    6.46,    6.50
 118,118,   1,  110.00,    0.00,    3.89,   11.57,    1.99,    9.50,    6.53,    6.57
 119,119,   1,  110.00,    0.00,    3.89,   11.77,    2.04,    9.50,    6.61,    6.65
 120,120,   1,  110.00,    0.00,    3.89,   11.97,    2.09,    9.50,    6.69,    6.73
 121,121,   1,  110.00,    0.00,    3.89,   12.17,    2.14,    9.50,    6.77,    6.82
 122,122,   1,  110.00,    0.00,    3.89,   12.37,    2.19,    9.50,    6.86,    6.90
 123,123,   1,  110.00,    0.00,    3.89,   12.57,    2.25,    9.50,    6.94,    6.99
 124,124,   1,  110.00,    0.00,    3.89,   12.76,    2.31,    9.50,    7.03,    7.07
 125,125,   1,  110.00,    0.00,    3.89,   12.96,    2.37,    9.50,    7.11,    7.16
 126,126,   1,  110.00,    0.00,    3.89,   13.15,    2.43,    9.50,    7.20,    7.25
 127,127,   1,  110.00,    0.00,    3.89,   13.34,    2.49,    9.50,    7.29,    7.34
 128,128,   1,  110.00,    0.00,    3.89,   13.53,    2.56,    9.50,    7.38,    7.43
 129,129,   1,  110.00,    0.00,    3.89,   13.72,    2.63,    9.50,    7.47,    7.52
 130,130,   1,  110.00,    0.00,    3.89,   13.90,    2.70,    9.50,    7.57,    7.62
 131,131,   1,  110.00,    0.00,    3.89,   14.09,    2.77,    9.50,    7.66,    7.71
 132,132,   1,  110.00,    0.00,    3.89,   14.27,    2.85,    9.50,    7.76,    7.81
 133,133,   1,  110.00,    0.00,    3.89,   14.45,    2.93,    9.50,    7.85,    7.90
 134,134,   1,  110.00,    0.00,    3.89,   14.63,    3.00,    9.50,    7.95,    8.00
 135,135,   1,  110.00,    0.00,    3.89,   14.80,    3.08,    9.50,    8.05,    8.10
 136,136,   1,  110.00,    0.00,    3.89,   14.98,    3.17,    9.50,    8.15,    8.20
 137,137,   1,  110.00,    0.00,    3.89,   15.15,    3.25,    9.50,    8.25,    8.30
 138,138,   1,  110.00,    0.00,    3.89,   15.32,    3.34,    9.50,    8.35,    8.40
 139,139,   1,  110.00,    0.00,    3.89,   15.48,    3.43,    9.50,    8.45,    8.50
 140,140,   1,  110.00,    0.00,    3.89,   15.65,    3.52,    9.50,    8.55,    8.60
 141,141,   1,  110.00,    0.00,    3.89,   15.81,    3.61,    9.50,    8.65,    8.71
 142,142,   1,  110.00,    0.00,    3.89,   15.97,    3.70,    9.50,    8.76,    8.81
 143,143,   1,  110.00,    0.00,    3.89,   16.13,    3.80,    9.50,    8.86,    8.91
 144,144,   1,  110.00,    0.00,    3.89,   16.28,    3.89,    9.50,    8.96,    9.02
 145,145,   1,  110.00,    0.00,    3.89,   16.43,    3.99,    9.50,    9.07,    9.13
 146,146,   1,  110.00,    0.00,    3.89,   16.58,    4.09,    9.50,    9.18,    9.23
 147,147,   1,  110.00,    0.00,    3.89,   16.73,    4.19,    9.50,    9.28,    9.34
 148,148,   1,  110.00,    0.00,    3.89,   16.87,    4.30,    9.50,    9.39,    9.44
 149,149,   1,  110.00,    0.00,    3.89,   17.01,    4.40,    9.50,    9.49,    9.55
 150,150,   1,  110.00,    0.00,    3.89,   17.15,    4.51,    9.50,    9.60,    9.66
 151,151,   1,  110.00,    0.00,    3.89,   17.29,    4.62,    9.50,    9.71,    9.77
 152,152,   1,  110.00,    0.00,    3.89,   17.42,    4.73,    9.50,    9.82,    9.87
 153,153,   1,  110.00,    0.00,    3.89,   17.55,    4.84,    9.50,    9.92,    9.98
 154,154,   1,  110.00,    0.00,    3.89,   17.68,    4.95,    9.50,   10.03,   10.09
 155,155,   1,  110.00,    0.00,    3.89,   17.80,    5.06,    9.50,   10.14,   10.20
 156,156,   1,  110.00,    0.00,    3.89,   17.92,    5.18,    9.50,   10.25,   10.31
 157,157,   1,  110.00,    0.00,    3.89,   18.04,    5.29,    9.50,   10.36,   10.41
 158,158,   1,  110.00,    0.00,    3.89,   18.15,    5.41,    9.50,   10.47,   10.52
 159,159,   1,  110.00,    0.00,    3.89,   18.26,    5.53,    9.50,   10.57,   10.63
 160,160,   1,  110.00,    0.00,    3.89,   18.37,    5.65,    9.50,   10.68,   10.74
 161,161,   1,  110.00,    0.00,    3.89,   18.47,    5.77,    9.50,   10.79,   10.85
 162,162,   1,  110.00,    0.00,    3.89,   18.58,    5.89,    9.50,   10.90,   10.96
 163,163,   1,  110.00,    0.00,    3.89,   18.67,    6.02,    9.50,   11.01,   11.06
 164,164,   1,  110.00,    0.00,    3.89,   18.77,    6.14,    9.50,   11.12,   11.17
 165,165,   1,  110.00,    0.00,    3.89,   18.86,    6.26,    9.50,   11.22,   11.28
 166,166,   1,  110.00,    0.00,    3.89,   18.95,    6.39,    9.50,   11.33,   11.39
 167,167,   1,  110.00,    0.00,    3.89,   19.03,    6.52,    9.50,   11.44,   11.49
 168,168,   1,  110.00,    0.00,    3.89,   19.11,    6.65,    9.50,   11.54,   11.60
 169,169,   1,  110.00,    0.00,    3.89,   19.19,    6.77,    9.50,   11.65,   11.71
 170,170,   1,  110.00,    0.00,    3.89,   19.27,    6.90,    9.50,   11.76,   11.81
 171,171,   1,  110.00,    0.00,    3.89,   19.34,    7.03,    9.50,   11.86,   11.92
 172,172,   1,  110.00,    0.00,    3.89,   19.40,    7.17,    9.50,   11.97,   12.02
 173,173,   1,  110.00,    0.00,    3.89,   19.47,    7.30,    9.50,   12.07,   12.12
 174,174,   1,  110.00,    0.00,    3.89,   19.53,    7.43,    9.50,   12.17,   12.23
 175,175,   1,  110.00,    0.00,    3.89,   19.59,    7.56,    9.50,   12.28,   12.33
 176,176,   1,  110.00,    0.00,    3.89,   19.64,    7.70,    9.50,   12.38,   12.43
 177,177,   1,  110.00,    0.00,    3.89,   19.69,    7.83,    9.50,   12.48,   12.53
 178,178,   1,  110.00,    0.00,    3.89,   19.73,    7.96,    9.50,   12.58,   12.64
 179,179,   1,  110.00,    0.00,    3.89,   19.78,    8.10,    9.50,   12.68,   12.74
 180,180,   1,  110.00,    0.00,    3.89,   19.82,    8.23,    9.50,   12.78,   12.83
 181,181,   1,  110.00,    0.00,    3.89,   19.85,    8.37,    9.50,   12.88,   12.93
 182,182,   1,  110.00,    0.00,    3.89,   19.88,    8.51,    9.50,   12.98,   13.03
 183,183,   1,  110.00,    0.00,    3.89,   19.91,    8.64,    9.50,   13.08,   13.13
 184,184,   1,  110.00,    0.00,    3.89,   19.93,    8.78,    9.50,   13.17,   13.22
 185,185,   1,  110.00,    0.00,    3.89,   19.95,    8.92,    9.50,   13.27,   13.32
 186,186,   1,  110.00,    0.00,    3.89,   19.97,    9.05,    9.50,   13.36,   13.41
 187,187,   1,  110.00,    0.00,    3.89,   19.98,    9.19,    9.50,   13.46,   13.50
 188,188,   1,  110.00,    0.00,    3.89,   19.99,    9.33,    9.50,   13.55,   13.60
 189,189,   1,  110.00,    0.00,    3.89,   20.00,    9.47,    9.50,   13.64,   13.69
 190,190,   1,  110.00,    0.00,    3.89,   20.00,    9.60,    9.50,   13.73,   13.78
 191,191,   1,  110.00,    0.00,    3.89,   20.00,    9.74,    9.50,   13.82,   13.87
 192,192,   1,  110.00,    0.00,    3.89,   19.99,    9.88,    9.50,   13.91,   13.95
 193,193,   1,  110.00,    0.00,    3.89,   19.98,   10.01,    9.50,   13.99,   14.04
 194,194,   1,  110.00,    0.00,    3.89,   19.97,   10.15,    9.50,   14.08,   14.12
 195,195,   1,  110.00,    0.00,    3.89,   19.95,   10.29,    9.50,   14.16,   14.21
 196,196,   1,  110.00,    0.00,    3.89,   19.93,   10.43,    9.50,   14.25,   14.29
 197,197,   1,  110.00,    0.00,    3.89,   19.91,   10.56,    9.50,   14.33,   14.37
 198,198,   1,  110.00,    0.00,    3.89,   19.88,   10.70,    9.50,   14.41,   14.45
 199,199,   1,  110.00,    0.00,    3.89,   19.85,   10.83,    9.50,   14.49,   14.53
 200,200,   1,  110.00,    0.00,    3.89,   19.82,   10.97,    9.50,   14.56,   14.60
 201,201,   1,  110.00,    0.00,    3.89,   19.78,   11.10,    9.50,   14.64,   14.68
 202,202,   1,  110.00,    0.00,    3.89,   19.73,   11.24,    9.50,   14.72,   14.75
 203,203,   1,  110.00,    0.00,    3.89,   19.69,   11.37,    9.50,   14.79,   14.83
 204,204,   1,  110.00,    0.00,    3.89,   19.64,   11.50,    9.50,   14.86,   14.90
 205,205,   1,  110.00,    0.00,    3.89,   19.59,   11.64,    9.50,   14.93,   14.97
 206,206,   1,  110.00,    0.00,    3.89,   19.53,   11.77,    9.50,   15.00,   15.04
 207,207,   1,  110.00,    0.00,    3.89,   19.47,   11.90,    9.50,   15.07,   15.10
 208,208,   1,  110.00,    0.00,    3.89,   19.40,   12.03,    9.50,   15.13,   15.17
 209,209,   1,  110.00,    0.00,    3.89,   19.34,   12.16,    9.50,   15.20,   15.23
 210,210,   1,  110.00,    0.00,    3.89,   19.27,   12.29,    9.50,   15.26,   15.29
 211,211,   1,  110.00,    0.00,    3.89,   19.19,   12.42,    9.50,   15.32,   15.35
 212,212,   1,  110.00,    0.00,    3.89,   19.11,   12.55,    9.50,   15.38,   15.41
 213,213,   1,  110.00,    0.00,    3.89,   19.03,   12.67,    9.50,   15.44,   15.47
 214,214,   1,  110.00,    0.00,    3.89,   18.95,   12.80,    9.50,   15.49,   15.52
 215,215,   1,  110.00,    0.00,    3.89,   18.86,   12.92,    9.50,   15.55,   15.57
 216,216,   1,  110.00,    0.00,    3.89,   18.77,   13.05,    9.50,   15.60,   15.63
 217,217,   1,  110.00,    0.00,    3.89,   18.67,   13.17,    9.50,   15.65,   15.68
 218,218,   1,  110.00,    0.00,    3.89,   18.58,   13.29,    9.50,   15.70,   15.72
 219,219,   1,  110.00,    0.00,    3.89,   18.47,   13.41,    9.50,   15.75,   15.77
 220,220,   1,  110.00,    0.00,    3.89,   18.37,   13.53,    9.50,   15.79,   15.81
 221,221,   1,  110.00,    0.00,    3.89,   18.26,   13.65,    9.50,   15.83,   15.86
 222,222,   1,  110.00,    0.00,    3.89,   18.15,   13.76,    9.50,   15.88,   15.90
 223,223,   1,  110.00,    0.00,    3.89,   18.04,   13.88,    9.50,   15.92,   15.94
 224,224,   1,  110.00,    0.00,    3.89,   17.92,   13.99,    9.50,   15.95,   15.97
 225,225,   1,  110.00,    0.00,    3.89,   17.80,   14.11,    9.50,   15.99,   16.01
 226,226,   1,  110.00,    0.00,    3.89,   17.68,   14.22,    9.50,   16.02,   16.04
 227,227,   1,  110.00,    0.00,    3.89,   17.55,   14.33,    9.50,   16.06,   16.07
 228,228,   1,  110.00,    0.00,    3.89,   17.42,   14.44,    9.50,   16.09,   16.10
 229,229,   1,  110.00,    0.00,    3.89,   17.29,   14.54,    9.50,   16.12,   16.13
 230,230,   1,  110.00,    0.00,    3.89,   17.15,   14.65,    9.50,   16.14,   16.16
 231,231,   1,  110.00,    0.00,    3.89,   17.01,   14.75,    9.50,   16.17,   16.18
 232,232,   1,  110.00,    0.00,    3.89,   16.87,   14.86,    9.50,   16.19,   16.20
 233,233,   1,  110.00,    0.00,    3.89,   16.73,   14.96,    9.50,   16.21,   16.22
 234,234,   1,  110.00,    0.00,    3.89,   16.58,   15.06,    9.50,   16.23,   16.24
 235,235,   1,  110.00,    0.00,    3.89,   16.43,   15.15,    9.50,   16.25,   16.25
 236,236,   1,  110.00,    0.00,    3.89,   16.28,   15.25,    9.50,   16.26,   16.27
 237,237,   1,  110.00,    0.00,    3.89,   16.13,   15.35,    9.50,   16.27,   16.28
 238,238,   1,  110.00,    0.00,    3.89,   15.97,   15.44,    9.50,   16.28,   16.29
 239,239,   1,  110.00,    0.00,    3.89,   15.81,   15.53,    9.50,   16.29,   16.30
 240,240,   1,  110.00,    0.00,    3.89,   15.65,   15.62,    9.50,   16.30,   16.30
 241,241,   1,  110.00,    0.00,    3.89,   15.48,   15.70,    9.50,   16.30,   16.31
 242,242,   1,  110.00,    0.00,    3.89,   15.32,   15.79,    9.50,   16.31,   16.31
 243,243,   1,  110.00,    0.00,    3.89,   15.15,   15.87,    9.50,   16.31,   16.31
 244,244,   1,  110.00,    0.00,    3.89,   14.98,   15.96,    9.50,   16.31,   16.31
 245,245,   1,  110.00,    0.00,    3.89,   14.80,   16.04,    9.50,   16.30,   16.30
 246,246,   1,  110.00,    0.00,    3.89,   14.63,   16.11,    9.50,   16.30,   16.30
 247,247,   1,  110.00,    0.00,    3.89,   14.45,   16.19,    9.50,   16.29,   16.29
 248,248,   1,  110.00,    0.00,    3.89,   14.27,   16.26,    9.50,   16.28,   16.28
 249,249,   1,  110.00,    0.00,    3.89,   14.09,   16.33,    9.50,   16.27,   16.26
 250,250,   1,  110.00,    0.00,    3.89,   13.90,   16.40,    9.50,   16.26,   16.25
 251,251,   1,  110.00,    0.00,    3.89,   13.72,   16.47,    9.50,   16.24,   16.23
 252,252,   1,  110.00,    0.00,    3.89,   13.53,   16.54,    9.50,   16.23,   16.22
 253,253,   1,  110.00,    0.00,    3.89,   13.34,   16.60,    9.50,   16.21,   16.20
 254,254,   1,  110.00,    0.00,    3.89,   13.15,   16.66,    9.50,   16.19,   16.17
 255,255,   1,  110.00,    0.00,    3.89,   12.96,   16.72,    9.50,   16.16,   16.15
 256,256,   1,  110.00,    0.00,    3.89,   12.76,   16.78,    9.50,   16.14,   16.12
 257,257,   1,  110.00,    0.00,    3.89,   12.57,   16.84,    9.50,   16.11,   16.10
 258,258,   1,  110.00,    0.00,    3.89,   12.37,   16.89,    9.50,   16.08,   16.07
 259,259,   1,  110.00,    0.00,    3.89,   12.17,   16.94,    9.50,   16.05,   16.03
 260,260,   1,  110.00,    0.00,    3.89,   11.97,   16.99,    9.50,   16.02,   16.00
 261,261,   1,  110.00,    0.00,    3.89,   11.77,   17.03,    9.50,   15.98,   15.96
 262,262,   1,  110.00,    0.00,    3.89,   11.57,   17.08,    9.50,   15.95,   15.93
 263,263,   1,  110.00,    0.00,    3.89,   11.36,   17.12,    9.50,   15.91,   15.89
 264,264,   1,  110.00,    0.00,    3.89,   11.16,   17.16,    9.50,   15.87,   15.84
 265,265,   1,  110.00,    0.00,    3.89,   10.95,   17.20,    9.50,   15.82,   15.80
 266,266,   1,  110.00,    0.00,    3.89,   10.74,   17.23,    9.50,   15.78,   15.76
 267,267,   1,  110.00,    0.00,    3.89,   10.54,   17.27,    9.50,   15.73,   15.71
 268,268,   1,  110.00,    0.00,    3.89,   10.33,   17.30,    9.50,   15.68,   15.66
 269,269,   1,  110.00,    0.00,    3.89,   10.12,   17.32,    9.50,   15.63,   15.61
 270,270,   1,  110.00,    0.00,    3.89,    9.91,   17.35,    9.50,   15.58,   15.55
 271,271,   1,  110.00,    0.00,    3.89,    9.69,   17.37,    9.50,   15.53,   15.50
 272,272,   1,  110.00,    0.00,    3.89,    9.48,   17.39,    9.50,   15.47,   15.44
 273,273,   1,  110.00,    0.00,    3.89,    9.27,   17.41,    9.50,   15.42,   15.39
 274,274,   1,  110.00,    0.00,    3.89,    9.06,   17.43,    9.50,   15.36,   15.33
 275,275,   1,  110.00,    0.00,    3.89,    8.84,   17.44,    9.50,   15.30,   15.26
 276,276,   1,  110.00,    0.00,    3.89,    8.63,   17.46,    9.50,   15.23,   15.20
 277,277,   1,  110.00,    0.00,    3.89,    8.41,   17.47,    9.50,   15.17,   15.14
 278,278,   1,  110.00,    0.00,    3.89,    8.20,   17.47,    9.50,   15.10,   15.07
 279,279,   1,  110.00,    0.00,    3.89,    7.98,   17.48,    9.50,   15.04,   15.00
 280,280,   1,  110.00,    0.00,    3.89,    7.77,   17.48,    9.50,   14.97,   14.93
 281,281,   1,  110.00,    0.00,    3.89,    7.55,   17.48,    9.50,   14.90,   14.86
 282,282,   1,  110.00,    0.00,    3.89,    7.34,   17.48,    9.50,   14.82,   14.79
 283,283,   1,  110.00,    0.00,    3.89,    7.12,   17.47,    9.50,   14.75,   14.71
