Day of sim.,Day of year,Year,Slurry mass,Frozen mass,Slurry depth,Air T,Wall T,Floor T,In T,Slurry T
  58, 58,   1,    8.00,    0.36,    2.00,   -0.57,    1.35,    1.11,    0.00,    0.00
  59, 59,   1,    8.00,    0.36,    2.00,   -0.40,    1.52,    1.27,    0.00,    0.00
  60, 60,   1,    8.00,    0.36,    2.00,   -0.23,    1.68,    1.44,    0.00,    0.00
  61, 61,   1,    8.00,    0.35,    2.00,   -0.06,    1.85,    1.60,    0.00,    0.00
  62, 62,   1,    8.00,    0.35,    2.00,    0.11,    2.02,    1.77,    0.00,    0.00
  63, 63,   1,    8.00,    0.35,    2.00,    0.28,    2.20,    1.94,    0.00,    0.00
  64, 64,   1,    8.00,    0.34,    2.00,    0.46,    2.37,    2.11,    0.00,    0.00
  65, 65,   1,    8.00,    0.33,    2.00,    0.64,    2.55,    2.29,    0.00,    0.00
  66, 66,   1,    8.00,    0.33,    2.00,    0.82,    2.73,    2.46,    0.00,    0.00
  67, 67,   1,    8.00,    0.32,    2.00,    1.00,    2.91,    2.64,    0.00,    0.00
  68, 68,   1,    8.00,    0.31,    2.00,    1.19,    3.10,    2.82,    0.00,    0.00
  69, 69,   1,    8.00,    0.30,    2.00,    1.37,    3.28,    3.01,    0.00,    0.00
  70, 70,   1,    8.00,    0.29,    2.00,    1.56,    3.47,    3.19,    0.00,    0.00
  71, 71,   1,    8.00,    0.27,    2.00,    1.75,    3.66,    3.38,    0.00,    0.00
  72, 72,   1,    8.00,    0.26,    2.00,    1.95,    3.85,    3.56,    0.00,    0.00
  73, 73,   1,    8.00,    0.25,    2.00,    2.14,    4.04,    3.76,    0.00,    0.00
  74, 74,   1,    8.00,    0.23,    2.00,    2.33,    4.24,    3.95,    0.00,    0.00
  75, 75,   1,    8.00,    0.21,    2.00,    2.53,    4.43,    4.14,    0.00,    0.00
  76, 76,   1,    8.00,    0.19,    2.00,    2.73,    4.63,    4.34,    0.00,    0.00
  77, 77,   1,    8.00,    0.18,    2.00,    2.93,    4.83,    4.53,    0.00,    0.00
  78, 78,   1,    8.00,    0.15,    2.00,    3.13,    5.03,    4.73,    0.00,    0.00
  79, 79,   1,    8.00,    0.13,    2.00,    3.33,    5.23,    4.93,    0.00,    0.00
  80, 80,   1,    8.00,    0.11,    2.00,    3.54,    5.43,    5.13,    0.00,    0.00
  81, 81,   1,    8.00,    0.09,    2.00,    3.74,    5.64,    5.33,    0.00,    0.00
  82, 82,   1,    8.00,    0.06,    2.00,    3.95,    5.84,    5.54,    0.00,    0.00
  83, 83,   1,    8.00,    0.04,    2.00,    4.15,    6.05,    5.74,    0.00,    0.00
  84, 84,   1,    8.00,    0.01,    2.00,    4.36,    6.26,    5.95,    0.00,    0.00
  85, 85,   1,    8.00,    0.00,    2.00,    4.57,    6.46,    6.15,    0.00,    0.07
  86, 86,   1,    8.00,    0.00,    2.00,    4.78,    6.67,    6.36,    0.20,    0.34
  87, 87,   1,    8.00,    0.00,    2.00,    4.99,    6.88,    6.57,    0.48,    0.62
  88, 88,   1,    8.00,    0.00,    2.00,    5.20,    7.09,    6.78,    0.75,    0.89
  89, 89,   1,    8.00,    0.00,    2.00,    5.41,    7.31,    6.99,    1.02,    1.16
  90, 90,   1,    8.00,    0.00,    2.00,    5.62,    7.52,    7.20,    1.29,    1.43
  91, 91,   1,    8.00,    0.00,    2.00,    5.84,    7.73,    7.41,    1.56,    1.70
  92, 92,   1,    8.00,    0.00,    2.00,    6.05,    7.94,    7.62,    1.82,    1.96
  93, 93,   1,    8.00,    0.00,    2.00,    6.26,    8.16,    7.84,    2.09,    2.22
  94, 94,   1,    8.00,    0.00,    2.00,    6.48,    8.37,    8.05,    2.35,    2.48
  95, 95,   1,    8.00,    0.00,    2.00,    6.69,    8.59,    8.27,    2.61,    2.74
  96, 96,   1,    8.00,    0.00,    2.00,    6.91,    8.80,    8.48,    2.86,    3.00
  97, 97,   1,    8.00,    0.00,    2.00,    7.12,    9.02,    8.69,    3.12,    3.25
  98, 98,   1,    8.00,    0.00,    2.00,    7.34,    9.23,    8.91,    3.37,    3.51
  99, 99,   1,    8.00,    0.00,    2.00,    7.55,    9.45,    9.12,    3.63,    3.76
 100,100,   1,    8.00,    0.00,    2.00,    7.77,    9.66,    9.34,    3.88,    4.01
 101,101,   1,    8.00,    0.00,    2.00,    7.98,    9.88,    9.55,    4.13,    4.26
 102,102,   1,    8.00,    0.00,    2.00,    8.20,   10.09,    9.77,    4.38,    4.51
 103,103,   1,    8.00,    0.00,    2.00,    8.41,   10.31,    9.98,    4.62,    4.75
 104,104,   1,    8.00,    0.00,    2.00,    8.63,   10.52,   10.20,    4.87,    5.00
 105,105,   1,    8.00,    0.00,    2.00,    8.84,   10.74,   10.41,    5.12,    5.24
 106,106,   1,    8.00,    0.00,    2.00,    9.06,   10.95,   10.63,    5.36,    5.49
 107,107,   1,    8.00,    0.00,    2.00,    9.27,   11.16,   10.84,    5.60,    5.73
 108,108,   1,    8.00,    0.00,    2.00,    9.48,   11.38,   11.06,    5.85,    5.97
 109,109,   1,    8.00,    0.00,    2.00,    9.69,   11.59,   11.27,    6.09,    6.21
 110,110,   1,    8.00,    0.00,    2.00,    9.91,   11.80,   11.48,    6.33,    6.45
 111,111,   1,    8.00,    0.00,    2.00,   10.12,   12.01,   11.69,    6.57,    6.69
 112,112,   1,    8.00,    0.00,    2.00,   10.33,   12.22,   11.90,    6.81,    6.93
 113,113,   1,    8.00,    0.00,    2.00,   10.54,   12.43,   12.12,    7.05,    7.17
 114,114,   1,    8.00,    0.00,    2.00,   10.74,   12.64,   12.33,    7.28,    7.41
 115,115,   1,    8.00,    0.00,    2.00,   10.95,   12.85,   12.53,    7.52,    7.64
 116,116,   1,    8.00,    0.00,    2.00,   11.16,   13.05,   12.74,    7.75,    7.88
 117,117,   1,    8.00,    0.00,    2.00,   11.36,   13.26,   12.95,    7.99,    8.11
 118,118,   1,    8.00,    0.00,    2.00,   11.57,   13.46,   13.16,    8.22,    8.34
 119,119,   1,    8.00,    0.00,    2.00,   11.77,   13.67,   13.36,    8.45,    8.58
 120,120,   1,    8.00,    0.00,    2.00,   11.97,   13.87,   13.57,    8.69,    8.81
 121,121,   1,    8.00,    0.00,    2.00,   12.17,   14.07,   13.77,    8.92,    9.04
 122,122,   1,    8.00,    0.00,    2.00,   12.37,   14.27,   13.97,    9.14,    9.26
 123,123,   1,    8.00,    0.00,    2.00,   12.57,   14.47,   14.17,    9.37,    9.49
 124,124,   1,    8.00,    0.00,    2.00,   12.76,   14.67,   14.37,    9.60,    9.72
 125,125,   1,    8.00,    0.00,    2.00,   12.96,   14.86,   14.57,    9.83,    9.95
 126,126,   1,    8.00,    0.00,    2.00,   13.15,   15.05,   14.76,   10.05,   10.17
 127,127,   1,    8.00,    0.00,    2.00,   13.34,   15.25,   14.96,   10.28,   10.39
 128,128,   1,    8.00,    0.00,    2.00,   13.53,   15.44,   15.15,   10.50,   10.62
 129,129,   1,    8.00,    0.00,    2.00,   13.72,   15.63,   15.34,   10.72,   10.84
 130,130,   1,    8.00,    0.00,    2.00,   13.90,   15.81,   15.53,   10.94,   11.06
 131,131,   1,    8.00,    0.00,    2.00,   14.09,   16.00,   15.72,   11.16,   11.27
 132,132,   1,    8.00,    0.00,    2.00,   14.27,   16.18,   15.90,   11.38,   11.49
 133,133,   1,    8.00,    0.00,    2.00,   14.45,   16.36,   16.09,   11.59,   11.71
 134,134,   1,    8.00,    0.00,    2.00,   14.63,   16.54,   16.27,   11.81,   11.92
 135,135,   1,    8.00,    0.00,    2.00,   14.80,   16.72,   16.45,   12.02,   12.14
 136,136,   1,    8.00,    0.00,    2.00,   14.98,   16.89,   16.63,   12.24,   12.35
 137,137,   1,    8.00,    0.00,    2.00,   15.15,   17.06,   16.80,   12.45,   12.56
 138,138,   1,    8.00,    0.00,    2.00,   15.32,   17.23,   16.98,   12.66,   12.76
 139,139,   1,    8.00,    0.00,    2.00,   15.48,   17.40,   17.15,   12.86,   12.97
 140,140,   1,    8.00,    0.00,    2.00,   15.65,   17.57,   17.32,   13.07,   13.18
 141,141,   1,    8.00,    0.00,    2.00,   15.81,   17.73,   17.48,   13.27,   13.38
 142,142,   1,    8.00,    0.00,    2.00,   15.97,   17.89,   17.65,   13.48,   13.58
 143,143,   1,    8.00,    0.00,    2.00,   16.13,   18.05,   17.81,   13.68,   13.78
 144,144,   1,    8.00,    0.00,    2.00,   16.28,   18.20,   17.97,   13.88,   13.98
 145,145,   1,    8.00,    0.00,    2.00,   16.43,   18.36,   18.12,   14.07,   14.18
 146,146,   1,    8.00,    0.00,    2.00,   16.58,   18.51,   18.28,   14.27,   14.37
 147,147,   1,    8.00,    0.00,    2.00,   16.73,   18.66,   18.43,   14.46,   14.56
 148,148,   1,    8.00,    0.00,    2.00,   16.87,   18.80,   18.58,   14.65,   14.75
 149,149,   1,    8.00,    0.00,    2.00,   17.01,   18.94,   18.73,   14.84,   14.94
 150,150,   1,    8.00,    0.00,    2.00,   17.15,   19.08,   18.87,   15.03,   15.13
 151,151,   1,    8.00,    0.00,    2.00,   17.29,   19.22,   19.01,   15.21,   15.31
 152,152,   1,    8.00,    0.00,    2.00,   17.42,   19.35,   19.15,   15.40,   15.49
 153,153,   1,    8.00,    0.00,    2.00,   17.55,   19.48,   19.28,   15.58,   15.67
 154,154,   1,    8.00,    0.00,    2.00,   17.68,   19.61,   19.42,   15.76,   15.85
 155,155,   1,    8.00,    0.00,    2.00,   17.80,   19.74,   19.55,   15.93,   16.02
 156,156,   1,    8.00,    0.00,    2.00,   17.92,   19.86,   19.67,   16.11,   16.20
 157,157,   1,    8.00,    0.00,    2.00,   18.04,   19.98,   19.80,   16.28,   16.37
 158,158,   1,    8.00,    0.00,    2.00,   18.15,   20.09,   19.92,   16.45,   16.53
 159,159,   1,    8.00,    0.00,    2.00,   18.26,   20.21,   20.03,   16.61,   16.70
 160,160,   1,    8.00,    0.00,    2.00,   18.37,   20.32,   20.15,   16.78,   16.86
 161,161,   1,    8.00,    0.00,    2.00,   18.47,   20.42,   20.26,   16.94,   17.02
 162,162,   1,    8.00,    0.00,    2.00,   18.58,   20.53,   20.37,   17.09,   17.18
 163,163,   1,    8.00,    0.00,    2.00,   18.67,   20.62,   20.47,   17.25,   17.33
 164,164,   1,    8.00,    0.00,    2.00,   18.77,   20.72,   20.57,   17.40,   17.48
 165,165,   1,    8.00,    0.00,    2.00,   18.86,   20.81,   20.67,   17.55,   17.63
 166,166,   1,    8.00,    0.00,    2.00,   18.95,   20.90,   20.77,   17.70,   17.78
 167,167,   1,    8.00,    0.00,    2.00,   19.03,   20.99,   20.86,   17.85,   17.92
 168,168,   1,    8.00,    0.00,    2.00,   19.11,   21.07,   20.94,   17.99,   18.06
 169,169,   1,    8.00,    0.00,    2.00,   19.19,   21.15,   21.03,   18.13,   18.20
 170,170,   1,    8.00,    0.00,    2.00,   19.27,   21.23,   21.11,   18.26,   18.33
 171,171,   1,    8.00,    0.00,    2.00,   19.34,   21.30,   21.19,   18.40,   18.47
 172,172,   1,    8.00,    0.00,    2.00,   19.40,   21.37,   21.26,   18.53,   18.59
 173,173,   1,    8.00,    0.00,    2.00,   19.47,   21.44,   21.33,   18.65,   18.72
 174,174,   1,    8.00,    0.00,    2.00,   19.53,   21.50,   21.40,   18.78,   18.84
 175,175,   1,    8.00,    0.00,    2.00,   19.59,   21.56,   21.47,   18.90,   18.96
 176,176,   1,    8.00,    0.00,    2.00,   19.64,   21.61,   21.53,   19.02,   19.08
 177,177,   1,    8.00,    0.00,    2.00,   19.69,   21.66,   21.58,   19.13,   19.19
 178,178,   1,    8.00,    0.00,    2.00,   19.73,   21.71,   21.64,   19.24,   19.30
 179,179,   1,    8.00,    0.00,    2.00,   19.78,   21.76,   21.68,   19.35,   19.41
 180,180,   1,    8.00,    0.00,    2.00,   19.82,   21.80,   21.73,   19.46,   19.51
 181,181,   1,    8.00,    0.00,    2.00,   19.85,   21.83,   21.77,   19.56,   19.61
 182,182,   1,    8.00,    0.00,    2.00,   19.88,   21.87,   21.81,   19.66,   19.71
 183,183,   1,    8.00,    0.00,    2.00,   19.91,   21.90,   21.85,   19.75,   19.80
 184,184,   1,    8.00,    0.00,    2.00,   19.93,   21.92,   21.88,   19.84,   19.89
 185,185,   1,    8.00,    0.00,    2.00,   19.95,   21.94,   21.91,   19.93,   19.98
 186,186,   1,    8.00,    0.00,    2.00,   19.97,   21.96,   21.93,   20.02,   20.06
 187,187,   1,    8.00,    0.00,    2.00,   19.98,   21.98,   21.95,   20.10,   20.14
 188,188,   1,    8.00,    0.00,    2.00,   19.99,   21.99,   21.97,   20.17,   20.21
 189,189,   1,    8.00,    0.00,    2.00,   20.00,   22.00,   21.98,   20.25,   20.29
 190,190,   1,    8.00,    0.00,    2.00,   20.00,   22.00,   21.99,   20.32,   20.35
 191,191,   1,    8.00,    0.00,    2.00,   20.00,   22.00,   21.99,   20.39,   20.42
 192,192,   1,    8.00,    0.00,    2.00,   19.99,   22.00,   22.00,   20.45,   20.48
 193,193,   1,    8.00,    0.00,    2.00,   19.98,   21.99,   21.99,   20.51,   20.54
 194,194,   1,    8.00,    0.00,    2.00,   19.97,   21.98,   21.99,   20.57,   20.59
 195,195,   1,    8.00,    0.00,    2.00,   19.95,   21.96,   21.98,   20.62,   20.65
 196,196,   1,    8.00,    0.00,    2.00,   19.93,   21.94,   21.97,   20.67,   20.69
 197,197,   1,    8.00,    0.00,    2.00,   19.91,   21.92,   21.95,   20.71,   20.74
 198,198,   1,    8.00,    0.00,    2.00,   19.88,   21.90,   21.93,   20.76,   20.78
 199,199,   1,    8.00,    0.00,    2.00,   19.85,   21.87,   21.91,   20.79,   20.81
 200,200,   1,    8.00,    0.00,    2.00,   19.82,   21.83,   21.88,   20.83,   20.85
 201,201,   1,    8.00,    0.00,    2.00,   19.78,   21.80,   21.85,   20.86,   20.87
 202,202,   1,    8.00,    0.00,    2.00,   19.73,   21.76,   21.81,   20.89,   20.90
 203,203,   1,    8.00,    0.00,    2.00,   19.69,   21.71,   21.77,   20.91,   20.92
 204,204,   1,    8.00,    0.00,    2.00,   19.64,   21.66,   21.73,   20.93,   20.94
 205,205,   1,    8.00,    0.00,    2.00,   19.59,   21.61,   21.68,   20.95,   20.95
 206,206,   1,    8.00,    0.00,    2.00,   19.53,   21.56,   21.64,   20.96,   20.96
 207,207,   1,    8.00,    0.00,    2.00,   19.47,   21.50,   21.58,   20.97,   20.97
 208,208,   1,    8.00,    0.00,    2.00,   19.40,   21.44,   21.53,   20.97,   20.97
 209,209,   1,    8.00,    0.00,    2.00,   19.34,   21.37,   21.47,   20.97,   20.97
 210,210,   1,    8.00,    0.00,    2.00,   19.27,   21.30,   21.40,   20.97,   20.97
 211,211,   1,    8.00,    0.00,    2.00,   19.19,   21.23,   21.33,   20.96,   20.96
 212,212,   1,    8.00,    0.00,    2.00,   19.11,   21.15,   21.26,   20.95,   20.95
 213,213,   1,    8.00,    0.00,    2.00,   19.03,   21.07,   21.19,   20.94,   20.93
 214,214,   1,    8.00,    0.00,    2.00,   18.95,   20.99,   21.11,   20.92,   20.91
 215,215,   1,    8.00,    0.00,    2.00,   18.86,   20.90,   21.03,   20.90,   20.89
 216,216,   1,    8.00,    0.00,    2.00,   18.77,   20.81,   20.94,   20.88,   20.86
 217,217,   1,    8.00,    0.00,    2.00,   18.67,   20.72,   20.86,   20.85,   20.83
 218,218,   1,    8.00,    0.00,    2.00,   18.58,   20.62,   20.77,   20.82,   20.80
 219,219,   1,    8.00,    0.00,    2.00,   18.47,   20.53,   20.67,   20.78,   20.76
 220,220,   1,    8.00,    0.00,    2.00,   18.37,   20.42,   20.57,   20.74,   20.72
 221,221,   1,    8.00,    0.00,    2.00,   18.26,   20.32,   20.47,   20.70,   20.67
 222,222,   1,    8.00,    0.00,    2.00,   18.15,   20.21,   20.37,   20.65,   20.63
 223,223,   1,    8.00,    0.00,    2.00,   18.04,   20.09,   20.26,   20.60,   20.57
 224,224,   1,    8.00,    0.00,    2.00,   17.92,   19.98,   20.15,   20.55,   20.52
 225,225,   1,    8.00,    0.00,    2.00,   17.80,   19.86,   20.03,   20.49,   20.46
 226,226,   1,    8.00,    0.00,    2.00,   17.68,   19.74,   19.92,   20.43,   20.40
 227,227,   1,    8.00,    0.00,    2.00,   17.55,   19.61,   19.80,   20.36,   20.33
 228,228,   1,    8.00,    0.00,    2.00,   17.42,   19.48,   19.67,   20.30,   20.26
 229,229,   1,    8.00,    0.00,    2.00,   17.29,   19.35,   19.55,   20.22,   20.18
 230,230,   1,    8.00,    0.00,    2.00,   17.15,   19.22,   19.42,   20.15,   20.11
 231,231,   1,    8.00,    0.00,    2.00,   17.01,   19.08,   19.28,   20.07,   20.03
 232,232,   1,    8.00,    0.00,    2.00,   16.87,   18.94,   19.15,   19.99,   19.94
 233,233,   1,    8.00,    0.00,    2.00,   16.73,   18.80,   19.01,   19.90,   19.86
 234,234,   1,    8.00,    0.00,    2.00,   16.58,   18.66,   18.87,   19.81,   19.77
 235,235,   1,    8.00,    0.00,    2.00,   16.43,   18.51,   18.73,   19.72,   19.67
 236,236,   1,    8.00,    0.00,    2.00,   16.28,   18.36,   18.58,   19.63,   19.57
 237,237,   1,    8.00,    0.00,    2.00,   16.13,   18.20,   18.43,   19.53,   19.47
 238,238,   1,    8.00,    0.00,    2.00,   15.97,   18.05,   18.28,   19.42,   19.37
 239,239,   1,    8.00,    0.00,    2.00,   15.81,   17.89,   18.12,   19.32,   19.26
 240,240,   1,    8.00,    0.00,    2.00,   15.65,   17.73,   17.97,   19.21,   19.15
 241,241,   1,    8.00,    0.00,    2.00,   15.48,   17.57,   17.81,   19.10,   19.04
 242,242,   1,    8.00,    0.00,    2.00,   15.32,   17.40,   17.65,   18.98,   18.92
 243,243,   1,    8.00,    0.00,    2.00,   15.15,   17.23,   17.48,   18.86,   18.80
 244,244,   1,    8.00,    0.00,    2.00,   14.98,   17.06,   17.32,   18.74,   18.68
 245,245,   1,    8.00,    0.00,    2.00,   14.80,   16.89,   17.15,   18.62,   18.55
 246,246,   1,    8.00,    0.00,    2.00,   14.63,   16.72,   16.98,   18.49,   18.42
 247,247,   1,    8.00,    0.00,    2.00,   14.45,   16.54,   16.80,   18.36,   18.29
 248,248,   1,    8.00,    0.00,    2.00,   14.27,   16.36,   16.63,   18.23,   18.16
 249,249,   1,    8.00,    0.00,    2.00,   14.09,   16.18,   16.45,   18.09,   18.02
 250,250,   1,    8.00,    0.00,    2.00,   13.90,   16.00,   16.27,   17.95,   17.88
 251,251,   1,    8.00,    0.00,    2.00,   13.72,   15.81,   16.09,   17.81,   17.73
 252,252,   1,    8.00,    0.00,    2.00,   13.53,   15.63,   15.90,   17.67,   17.59
 253,253,   1,    8.00,    0.00,    2.00,   13.34,   15.44,   15.72,   17.52,   17.44
 254,254,   1,    8.00,    0.00,    2.00,   13.15,   15.25,   15.53,   17.37,   17.29
 255,255,   1,    8.00,    0.00,    2.00,   12.96,   15.05,   15.34,   17.22,   17.13
 256,256,   1,    8.00,    0.00,    2.00,   12.76,   14.86,   15.15,   17.06,   16.98
 257,257,   1,    8.00,    0.00,    2.00,   12.57,   14.67,   14.96,   16.90,   16.82
 258,258,   1,    8.00,    0.00,    2.00,   12.37,   14.47,   14.76,   16.74,   16.66
 259,259,   1,    8.00,    0.00,    2.00,   12.17,   14.27,   14.57,   16.58,   16.49
 260,260,   1,    8.00,    0.00,    2.00,   11.97,   14.07,   14.37,   16.41,   16.33
 261,261,   1,    8.00,    0.00,    2.00,   11.77,   13.87,   14.17,   16.25,   16.16
 262,262,   1,    8.00,    0.00,    2.00,   11.57,   13.67,   13.97,   16.08,   15.99
 263,263,   1,    8.00,    0.00,    2.00,   11.36,   13.46,   13.77,   15.90,   15.81
 264,264,   1,    8.00,    0.00,    2.00,   11.16,   13.26,   13.57,   15.73,   15.64
 265,265,   1,    8.00,    0.00,    2.00,   10.95,   13.05,   13.36,   15.55,   15.46
 266,266,   1,    8.00,    0.00,    2.00,   10.74,   12.85,   13.16,   15.37,   15.28
 267,267,   1,    8.00,    0.00,    2.00,   10.54,   12.64,   12.95,   15.19,   15.10
 268,268,   1,    8.00,    0.00,    2.00,   10.33,   12.43,   12.74,   15.01,   14.91
 269,269,   1,    8.00,    0.00,    2.00,   10.12,   12.22,   12.53,   14.83,   14.73
 270,270,   1,    8.00,    0.00,    2.00,    9.91,   12.01,   12.33,   14.64,   14.54
 271,271,   1,    8.00,    0.00,    2.00,    9.69,   11.80,   12.12,   14.45,   14.35
 272,272,   1,    8.00,    0.00,    2.00,    9.48,   11.59,   11.90,   14.26,   14.16
 273,273,   1,    8.00,    0.00,    2.00,    9.27,   11.38,   11.69,   14.07,   13.97
 274,274,   1,    8.00,    0.00,    2.00,    9.06,   11.16,   11.48,   13.87,   13.77
 275,275,   1,    8.00,    0.00,    2.00,    8.84,   10.95,   11.27,   13.68,   13.58
 276,276,   1,    8.00,    0.00,    2.00,    8.63,   10.74,   11.06,   13.48,   13.38
 277,277,   1,    8.00,    0.00,    2.00,    8.41,   10.52,   10.84,   13.28,   13.18
 278,278,   1,    8.00,    0.00,    2.00,    8.20,   10.31,   10.63,   13.08,   12.98
 279,279,   1,    8.00,    0.00,    2.00,    7.98,   10.09,   10.41,   12.88,   12.78
 280,280,   1,    8.00,    0.00,    2.00,    7.77,    9.88,   10.20,   12.68,   12.57
 281,281,   1,    8.00,    0.00,    2.00,    7.55,    9.66,    9.98,   12.48,   12.37
