Code,year,doy,hrmin,station,temp,rad
11,2015,23,700,1063,-14.02,0
11,2015,23,800,1063,-13.06,0
11,2015,23,900,1063,-13.16,-0.01
11,2015,23,1000,1063,-14.12,-0.01
11,2015,23,1100,1063,-14.03,-0.01
11,2015,23,1200,1063,-13.69,0
11,2015,23,1300,1063,-12.48,0.04
11,2015,23,1400,1063,-8.77,0.18
11,2015,23,1500,1063,-6.884,0.43
11,2015,23,1600,1063,-3.172,1.402
11,2015,23,1700,1063,-1.769,1.817
11,2015,23,1800,1063,-0.85,1.295
11,2015,23,1900,1063,-0.34,1.474
11,2015,23,2000,1063,-0.21,0.69
11,2015,23,2100,1063,-0.63,0.39
11,2015,23,2200,1063,-1.073,0.06
11,2015,23,2300,1063,-1.07,-0.01
11,2015,24,0,1063,-0.89,-0.01
11,2015,24,100,1063,-0.82,-0.01
11,2015,24,200,1063,-1.102,-0.01
11,2015,24,300,1063,-1.315,-0.01
11,2015,24,400,1063,-1.357,-0.01
11,2015,24,500,1063,-1.48,-0.01
11,2015,24,600,1063,-1.663,-0.01
11,2015,24,700,1063,-1.984,-0.01
11,2015,24,800,1063,-2.308,-0.01
11,2015,24,900,1063,-2.592,-0.01
11,2015,24,1000,1063,-2.719,-0.01
11,2015,24,1100,1063,-2.703,-0.01
11,2015,24,1200,1063,-2.807,-0.01
11,2015,24,1300,1063,-2.916,0.01
11,2015,24,1400,1063,-3.148,0.22
11,2015,24,1500,1063,-2.721,0.3
11,2015,24,1600,1063,-2.342,0.33
11,2015,24,1700,1063,-1.937,0.33
11,2015,24,1800,1063,-1.817,0.45
11,2015,24,1900,1063,-1.819,0.46
11,2015,24,2000,1063,-1.678,0.36
11,2015,24,2100,1063,-1.807,0.17
11,2015,24,2200,1063,-1.952,0.03
11,2015,24,2300,1063,-2.077,0
11,2015,25,0,1063,-2.233,0
11,2015,25,100,1063,-2.334,0
11,2015,25,200,1063,-2.641,0
11,2015,25,300,1063,-2.285,0
11,2015,25,400,1063,-1.894,0
11,2015,25,500,1063,-1.928,0
11,2015,25,600,1063,-3.629,-0.01
11,2015,25,700,1063,-6.075,-0.01
11,2015,25,800,1063,-8.25,-0.01
11,2015,25,900,1063,-11.06,-0.01
11,2015,25,1000,1063,-13.52,-0.01
11,2015,25,1100,1063,-14.2,-0.01
11,2015,25,1200,1063,-15.17,-0.01
11,2015,25,1300,1063,-15.83,0.03
11,2015,25,1400,1063,-16.22,0.43
11,2015,25,1500,1063,-16.23,0.93
11,2015,25,1600,1063,-15.53,1.384
11,2015,25,1700,1063,-14.76,1.741
11,2015,25,1800,1063,-13.79,1.804
11,2015,25,1900,1063,-13.03,1.653
11,2015,25,2000,1063,-12.35,1.292
11,2015,25,2100,1063,-11.99,0.77
11,2015,25,2200,1063,-12.47,0.17
11,2015,25,2300,1063,-13.63,-0.01
11,2015,26,0,1063,-14.62,-0.01
11,2015,26,100,1063,-15.46,-0.01
11,2015,26,200,1063,-16.02,-0.01
11,2015,26,300,1063,-16.25,-0.01
11,2015,26,400,1063,-16.75,-0.01
11,2015,26,500,1063,-16.72,-0.01
11,2015,26,600,1063,-17.73,-0.01
11,2015,26,700,1063,-19.1,-0.01
11,2015,26,800,1063,-19.42,-0.01
11,2015,26,900,1063,-19.79,-0.01
11,2015,26,1000,1063,-20.39,-0.01
11,2015,26,1100,1063,-21.97,-0.01
11,2015,26,1200,1063,-23.32,-0.01
11,2015,26,1300,1063,-22.47,0.02
11,2015,26,1400,1063,-20.6,0.56
11,2015,26,1500,1063,-19.18,1.041
11,2015,26,1600,1063,-17.78,1.478
11,2015,26,1700,1063,-16.37,1.778
11,2015,26,1800,1063,-15.28,1.802
11,2015,26,1900,1063,-14.4,1.622
11,2015,26,2000,1063,-13.62,0.94
11,2015,26,2100,1063,-13.3,0.54
11,2015,26,2200,1063,-13.38,0.18
11,2015,26,2300,1063,-14.37,-0.01
11,2015,27,0,1063,-15.11,-0.01
11,2015,27,100,1063,-15.7,-0.01
11,2015,27,200,1063,-15.76,-0.01
11,2015,27,300,1063,-16.36,-0.01
11,2015,27,400,1063,-15.88,0
11,2015,27,500,1063,-15.17,0
11,2015,27,600,1063,-15.17,0
11,2015,27,700,1063,-15.46,-0.01
11,2015,27,800,1063,-14.82,-0.01
11,2015,27,900,1063,-14.98,-0.01
11,2015,27,1000,1063,-15.72,-0.01
11,2015,27,1100,1063,-16.33,-0.01
11,2015,27,1200,1063,-17.2,-0.01
11,2015,27,1300,1063,-18.18,0.02
11,2015,27,1400,1063,-18.62,0.32
11,2015,27,1500,1063,-17.9,0.83
11,2015,27,1600,1063,-14.83,1.496
11,2015,27,1700,1063,-12.66,1.657
11,2015,27,1800,1063,-11.24,1.73
11,2015,27,1900,1063,-10.29,1.617
11,2015,27,2000,1063,-9.54,1.256
11,2015,27,2100,1063,-9.78,0.72
11,2015,27,2200,1063,-10.58,0.16
11,2015,27,2300,1063,-11.41,0
11,2015,28,0,1063,-11.58,-0.01
11,2015,28,100,1063,-11.51,-0.01
11,2015,28,200,1063,-11.74,-0.01
11,2015,28,300,1063,-11.99,-0.01
11,2015,28,400,1063,-12.43,-0.01
11,2015,28,500,1063,-12.95,-0.01
11,2015,28,600,1063,-13.68,-0.01
11,2015,28,700,1063,-14.29,-0.01
11,2015,28,800,1063,-14.73,-0.01
11,2015,28,900,1063,-15.22,-0.01
11,2015,28,1000,1063,-16.14,-0.01
11,2015,28,1100,1063,-16.53,-0.01
11,2015,28,1200,1063,-16.99,-0.01
11,2015,28,1300,1063,-17.26,0.03
11,2015,28,1400,1063,-16.99,0.48
11,2015,28,1500,1063,-15.07,1.063
11,2015,28,1600,1063,-13.72,1.51
11,2015,28,1700,1063,-11.97,1.773
11,2015,28,1800,1063,-10.47,1.833
11,2015,28,1900,1063,-9.22,1.694
11,2015,28,2000,1063,-8.18,1.337
11,2015,28,2100,1063,-7.991,0.82
11,2015,28,2200,1063,-8.31,0.23
11,2015,28,2300,1063,-9.27,-0.01
11,2015,29,0,1063,-10.13,-0.01
11,2015,29,100,1063,-11.42,-0.01
11,2015,29,200,1063,-12.68,-0.01
11,2015,29,300,1063,-14.97,-0.01
11,2015,29,400,1063,-15.42,-0.01
11,2015,29,500,1063,-17.24,-0.01
11,2015,29,600,1063,-18.26,-0.01
11,2015,29,700,1063,-18.84,-0.01
11,2015,29,800,1063,-19.27,-0.01
11,2015,29,900,1063,-19.23,-0.01
11,2015,29,1000,1063,-18.98,0
11,2015,29,1100,1063,-18.46,0
11,2015,29,1200,1063,-17.58,-0.01
11,2015,29,1300,1063,-17.08,0.05
11,2015,29,1400,1063,-15.84,0.29
11,2015,29,1500,1063,-14.43,0.68
11,2015,29,1600,1063,-12.64,0.84
11,2015,29,1700,1063,-11.05,0.62
11,2015,29,1800,1063,-10,0.5
11,2015,29,1900,1063,-9.06,0.28
11,2015,29,2000,1063,-8.89,0.13
11,2015,29,2100,1063,-8.76,0.07
11,2015,29,2200,1063,-7.816,0.03
11,2015,29,2300,1063,-7.662,0
11,2015,30,0,1063,-7.934,0
11,2015,30,100,1063,-8.07,0
11,2015,30,200,1063,-7.732,0
11,2015,30,300,1063,-7.395,0
11,2015,30,400,1063,-7.205,0
11,2015,30,500,1063,-7.01,0
11,2015,30,600,1063,-6.718,0
11,2015,30,700,1063,-6.625,0
11,2015,30,800,1063,-6.325,0
11,2015,30,900,1063,-5.891,0
11,2015,30,1000,1063,-5.041,-0.01
11,2015,30,1100,1063,-5.113,-0.01
11,2015,30,1200,1063,-6.005,-0.01
11,2015,30,1300,1063,-8.79,0.02
11,2015,30,1400,1063,-10.76,0.22
11,2015,30,1500,1063,-12.04,0.61
11,2015,30,1600,1063,-12.54,1.443
11,2015,30,1700,1063,-12.74,1.554
11,2015,30,1800,1063,-12.51,1.538
11,2015,30,1900,1063,-12.01,1.747
11,2015,30,2000,1063,-12.09,1.366
11,2015,30,2100,1063,-12.13,0.86
11,2015,30,2200,1063,-12.57,0.25
11,2015,30,2300,1063,-13.4,0
11,2015,31,0,1063,-14.43,-0.01
11,2015,31,100,1063,-15.54,-0.01
11,2015,31,200,1063,-16.48,-0.01
11,2015,31,300,1063,-17.57,-0.01
11,2015,31,400,1063,-18.49,-0.01
11,2015,31,500,1063,-19.21,-0.01
11,2015,31,600,1063,-19.8,-0.01
11,2015,31,700,1063,-20.43,-0.01
11,2015,31,800,1063,-20.88,-0.01
11,2015,31,900,1063,-21.19,-0.01
11,2015,31,1000,1063,-21.66,-0.01
11,2015,31,1100,1063,-23.23,-0.01
11,2015,31,1200,1063,-24.05,-0.01
11,2015,31,1300,1063,-24.07,0.04
11,2015,31,1400,1063,-23.58,0.53
11,2015,31,1500,1063,-22.31,1.107
11,2015,31,1600,1063,-21.02,1.558
11,2015,31,1700,1063,-19.66,1.823
11,2015,31,1800,1063,-18.42,1.88
11,2015,31,1900,1063,-17.26,1.747
11,2015,31,2000,1063,-15.8,1.383
11,2015,31,2100,1063,-14.63,0.86
11,2015,31,2200,1063,-14.55,0.26
11,2015,31,2300,1063,-16.43,0
11,2015,32,0,1063,-17.79,-0.01
11,2015,32,100,1063,-15.07,0
